Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,131203,2013-12-03,96742,CME,0,96,239371,31086,101510,12227,25578,26770,1300,118601,41083,4187,6084,29037,310,199373,216424,39998,22947,24928.0,-613.0,26040.0,1057.0,1375.0,-781.0,177.0,17882.0,-321.0,-550.0,880.0,-16.0,170.0,20378.0,25776.0,4550.0,-848.0,100,13.0,42.4,5.1,10.7,11.2,0.5,49.5,17.2,1.7,2.5,12.1,0.1,83.3,90.4,16.7,9.6,131,6.0,16.0,7.0,11.0,13.0,5.0,45.0,20.0,11.0,10.0,10.0,,87,69,37.0,37.0,49.5,51.6,37.0,36.5,48.2,50.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,131210,2013-12-10,96742,CME,0,96,255604,36685,106155,25617,25289,26526,1310,113841,39862,6164,5599,26943,76,214581,232653,41023,22951,16233.0,5599.0,4645.0,13390.0,-289.0,-244.0,10.0,-4760.0,-1221.0,1977.0,-485.0,-2094.0,-234.0,15208.0,16229.0,1025.0,4.0,100,14.4,41.5,10.0,9.9,10.4,0.5,44.5,15.6,2.4,2.2,10.5,0.0,84.0,91.0,16.0,9.0,126,7.0,15.0,9.0,10.0,13.0,6.0,40.0,23.0,12.0,8.0,9.0,,84,70,34.6,39.0,46.7,53.5,34.6,36.2,44.8,49.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,131217,2013-12-17,96742,CME,0,96,191648,14211,84500,698,26613,26670,1497,106066,30174,2619,4880,26149,180,156764,172487,34884,19161,-63956.0,-22474.0,-21655.0,-24919.0,1324.0,144.0,187.0,-7775.0,-9688.0,-3545.0,-719.0,-794.0,104.0,-57817.0,-60166.0,-6139.0,-3790.0,100,7.4,44.1,0.4,13.9,13.9,0.8,55.3,15.7,1.4,2.5,13.6,0.1,81.8,90.0,18.2,10.0,115,7.0,10.0,,10.0,14.0,5.0,41.0,18.0,4.0,8.0,7.0,,72,56,40.2,45.9,51.7,61.7,40.2,45.9,51.6,61.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,131224,2013-12-24,96742,CME,0,96,198063,13237,87282,1169,25534,26308,1320,109479,35339,2532,6493,25726,51,159815,179727,38248,18336,6415.0,-974.0,2782.0,471.0,-1079.0,-362.0,-177.0,3413.0,5165.0,-87.0,1613.0,-423.0,-129.0,3051.0,7240.0,3364.0,-825.0,100,6.7,44.1,0.6,12.9,13.3,0.7,55.3,17.8,1.3,3.3,13.0,0.0,80.7,90.7,19.3,9.3,111,4.0,11.0,4.0,9.0,13.0,4.0,37.0,20.0,4.0,7.0,10.0,,66,59,40.4,44.5,51.7,62.5,40.4,44.4,51.7,62.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,131231,2013-12-31,96742,CME,0,96,206886,13130,96342,1141,26196,25981,1319,117803,34683,3073,2819,25742,51,165532,188332,41354,18554,8823.0,-107.0,9060.0,-28.0,662.0,-327.0,-1.0,8324.0,-656.0,541.0,-3674.0,16.0,0.0,5717.0,8605.0,3106.0,218.0,100,6.3,46.6,0.6,12.7,12.6,0.6,56.9,16.8,1.5,1.4,12.4,0.0,80.0,91.0,20.0,9.0,106,4.0,11.0,4.0,9.0,13.0,4.0,38.0,18.0,4.0,,10.0,,64,56,41.7,43.4,52.1,65.2,41.7,43.4,52.1,65.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140107,2014-01-07,96742,CME,0,96,194668,13381,85032,1496,25129,26157,1379,107597,32451,4034,2681,23739,256,155953,174544,38715,20124,-12218.0,251.0,-11310.0,355.0,-1067.0,176.0,60.0,-10206.0,-2232.0,961.0,-138.0,-2003.0,205.0,-9579.0,-13788.0,-2639.0,1570.0,100,6.9,43.7,0.8,12.9,13.4,0.7,55.3,16.7,2.1,1.4,12.2,0.1,80.1,89.7,19.9,10.3,100,,11.0,5.0,9.0,13.0,5.0,42.0,12.0,9.0,,7.0,,67,54,41.8,44.5,52.6,65.1,41.4,44.5,52.3,65.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140114,2014-01-14,96742,CME,0,96,201372,13494,83892,1570,25846,26600,1480,114896,38071,3980,2655,25316,405,164326,181314,37046,20058,6704.0,113.0,-1140.0,74.0,717.0,443.0,101.0,7299.0,5620.0,-54.0,-26.0,1577.0,149.0,8373.0,6770.0,-1669.0,-66.0,100,6.7,41.7,0.8,12.8,13.2,0.7,57.1,18.9,2.0,1.3,12.6,0.2,81.6,90.0,18.4,10.0,108,,12.0,6.0,10.0,15.0,6.0,41.0,15.0,9.0,4.0,8.0,,69,62,44.5,42.3,54.5,63.1,44.1,42.3,54.1,62.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140121,2014-01-21,96742,CME,0,96,208112,13575,85598,930,26800,27165,1486,120986,41278,3512,2775,25194,310,170374,185473,37738,22639,6740.0,81.0,1706.0,-640.0,954.0,565.0,6.0,6090.0,3207.0,-468.0,120.0,-122.0,-95.0,6048.0,4159.0,692.0,2581.0,100,6.5,41.1,0.4,12.9,13.1,0.7,58.1,19.8,1.7,1.3,12.1,0.1,81.9,89.1,18.1,10.9,112,,12.0,6.0,10.0,16.0,7.0,41.0,18.0,8.0,4.0,8.0,,71,63,44.8,40.2,54.9,61.1,44.8,40.0,54.9,60.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140128,2014-01-28,96742,CME,0,96,218738,14809,101520,1042,25882,27835,1593,129536,35595,3735,2102,25985,0,178699,197305,40039,21433,10626.0,1234.0,15922.0,112.0,-918.0,670.0,107.0,8550.0,-5683.0,223.0,-673.0,791.0,-310.0,8325.0,11832.0,2301.0,-1206.0,100,6.8,46.4,0.5,11.8,12.7,0.7,59.2,16.3,1.7,1.0,11.9,0.0,81.7,90.2,18.3,9.8,112,5.0,12.0,6.0,11.0,14.0,6.0,43.0,16.0,7.0,,8.0,0.0,73,58,44.7,44.3,53.7,63.8,44.7,44.0,53.7,63.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140204,2014-02-04,96742,CME,0,96,202690,15797,85358,1003,23789,30280,710,121527,32387,4893,3379,26392,20,171118,181043,31572,21647,-16048.0,988.0,-16162.0,-39.0,-2093.0,2445.0,-883.0,-8009.0,-3208.0,1158.0,1277.0,407.0,20.0,-7581.0,-16262.0,-8467.0,214.0,100,7.8,42.1,0.5,11.7,14.9,0.4,60.0,16.0,2.4,1.7,13.0,0.0,84.4,89.3,15.6,10.7,106,6.0,12.0,6.0,9.0,16.0,5.0,35.0,16.0,10.0,,9.0,,66,62,47.1,42.4,56.4,60.4,46.9,42.2,56.2,60.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140211,2014-02-11,96742,CME,0,96,204982,19102,85412,1846,24008,30177,828,121615,33969,4496,1168,28767,20,173083,185515,31899,19467,2292.0,3305.0,54.0,843.0,219.0,-103.0,118.0,88.0,1582.0,-397.0,-2211.0,2375.0,0.0,1965.0,4472.0,327.0,-2180.0,100,9.3,41.7,0.9,11.7,14.7,0.4,59.3,16.6,2.2,0.6,14.0,0.0,84.4,90.5,15.6,9.5,111,8.0,13.0,6.0,9.0,15.0,6.0,39.0,17.0,8.0,,9.0,,70,62,47.5,42.1,56.5,59.3,47.3,41.9,56.1,58.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140218,2014-02-18,96742,CME,0,96,241471,17792,107788,3315,24877,28236,752,148409,45719,3878,1568,28877,218,200809,218783,40662,22688,36489.0,-1310.0,22376.0,1469.0,869.0,-1941.0,-76.0,26794.0,11750.0,-618.0,400.0,110.0,198.0,27726.0,33268.0,8763.0,3221.0,100,7.4,44.6,1.4,10.3,11.7,0.3,61.5,18.9,1.6,0.6,12.0,0.1,83.2,90.6,16.8,9.4,120,10.0,12.0,9.0,10.0,14.0,5.0,47.0,15.0,9.0,,10.0,,83,62,43.4,43.4,52.0,62.2,43.4,43.0,52.0,61.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140225,2014-02-25,96742,CME,0,96,257037,19780,119262,5233,25691,28030,554,148874,42937,14630,1996,26949,333,217091,237928,39946,19109,15566.0,1988.0,11474.0,1918.0,814.0,-206.0,-198.0,465.0,-2782.0,10752.0,428.0,-1928.0,115.0,16282.0,19145.0,-716.0,-3579.0,100,7.7,46.4,2.0,10.0,10.9,0.2,57.9,16.7,5.7,0.8,10.5,0.1,84.5,92.6,15.5,7.4,117,10.0,13.0,10.0,11.0,14.0,5.0,46.0,10.0,11.0,4.0,8.0,,85,60,42.5,46.4,52.6,65.2,41.6,46.0,49.7,62.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140304,2014-03-04,96742,CME,0,96,254013,18342,119563,5219,24554,27268,1619,147841,41489,14030,1751,24145,930,214286,234263,39727,19750,-3024.0,-1438.0,301.0,-14.0,-1137.0,-762.0,1065.0,-1033.0,-1448.0,-600.0,-245.0,-2804.0,597.0,-2805.0,-3665.0,-219.0,641.0,100,7.2,47.1,2.1,9.7,10.7,0.6,58.2,16.3,5.5,0.7,9.5,0.4,84.4,92.2,15.6,7.8,113,6.0,13.0,10.0,12.0,13.0,7.0,45.0,13.0,11.0,,8.0,,80,63,43.6,47.3,53.7,64.8,42.5,47.0,50.8,63.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140311,2014-03-11,96742,CME,0,96,250867,28194,125235,4948,24814,27509,1554,137477,36462,11281,2719,23234,2280,213267,232503,37600,18364,-3146.0,9852.0,5672.0,-271.0,260.0,241.0,-65.0,-10364.0,-5027.0,-2749.0,968.0,-911.0,1350.0,-1019.0,-1760.0,-2127.0,-1386.0,100,11.2,49.9,2.0,9.9,11.0,0.6,54.8,14.5,4.5,1.1,9.3,0.9,85.0,92.7,15.0,7.3,119,11.0,11.0,10.0,11.0,14.0,7.0,43.0,16.0,16.0,,9.0,,84,71,41.1,45.6,50.5,64.9,41.1,45.6,50.1,64.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140318,2014-03-18,96742,CME,0,96,208961,7419,100490,79,23927,28084,1936,134478,28584,3136,4298,26811,617,175890,189737,33071,19224,-41906.0,-20775.0,-24745.0,-4869.0,-887.0,575.0,382.0,-2999.0,-7878.0,-8145.0,1579.0,3577.0,-1663.0,-37377.0,-42766.0,-4529.0,860.0,100,3.6,48.1,0.0,11.5,13.4,0.9,64.4,13.7,1.5,2.1,12.8,0.3,84.2,90.8,15.8,9.2,112,6.0,10.0,,11.0,14.0,8.0,38.0,22.0,7.0,4.0,7.0,,69,62,49.0,53.5,57.0,64.9,48.6,53.5,56.6,64.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140325,2014-03-25,96742,CME,0,96,202115,9965,94041,1236,23568,28315,1971,130224,26035,2748,1993,30050,13,171718,184409,30397,17706,-6846.0,2546.0,-6449.0,1157.0,-359.0,231.0,35.0,-4254.0,-2549.0,-388.0,-2305.0,3239.0,-604.0,-4172.0,-5328.0,-2674.0,-1518.0,100,4.9,46.5,0.6,11.7,14.0,1.0,64.4,12.9,1.4,1.0,14.9,0.0,85.0,91.2,15.0,8.8,107,7.0,9.0,,10.0,14.0,7.0,37.0,19.0,8.0,4.0,7.0,,68,58,49.7,55.0,58.0,66.7,49.7,55.0,58.0,66.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140401,2014-04-01,96742,CME,0,96,211437,8124,98318,1055,24063,27813,1479,141351,33275,2263,1974,29102,13,180322,193318,31115,18119,9322.0,-1841.0,4277.0,-181.0,495.0,-502.0,-492.0,11127.0,7240.0,-485.0,-19.0,-948.0,0.0,8604.0,8909.0,718.0,413.0,100,3.8,46.5,0.5,11.4,13.2,0.7,66.9,15.7,1.1,0.9,13.8,0.0,85.3,91.4,14.7,8.6,111,7.0,9.0,,10.0,13.0,6.0,36.0,25.0,6.0,,8.0,,64,63,51.4,53.6,59.4,65.2,51.4,53.6,59.4,65.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140408,2014-04-08,96742,CME,0,96,226667,7659,104778,492,21423,28062,1467,155023,37067,2486,1900,32521,13,190463,206886,36204,19781,15230.0,-465.0,6460.0,-563.0,-2640.0,249.0,-12.0,13672.0,3792.0,223.0,-74.0,3419.0,0.0,10141.0,13568.0,5089.0,1662.0,100,3.4,46.2,0.2,9.5,12.4,0.6,68.4,16.4,1.1,0.8,14.3,0.0,84.0,91.3,16.0,8.7,116,5.0,11.0,4.0,8.0,13.0,6.0,41.0,25.0,6.0,4.0,9.0,,67,66,48.3,50.7,56.2,64.1,48.2,50.7,56.1,64.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140415,2014-04-15,96742,CME,0,96,226688,7555,114776,383,21816,30857,1009,153455,29828,2644,1444,28837,20,188326,208354,38362,18334,21.0,-104.0,9998.0,-109.0,393.0,2795.0,-458.0,-1568.0,-7239.0,158.0,-456.0,-3684.0,7.0,-2137.0,1468.0,2158.0,-1447.0,100,3.3,50.6,0.2,9.6,13.6,0.4,67.7,13.2,1.2,0.6,12.7,0.0,83.1,91.9,16.9,8.1,111,6.0,11.0,6.0,7.0,14.0,5.0,45.0,18.0,6.0,,7.0,,72,57,49.9,51.3,57.2,65.3,49.7,51.2,57.1,65.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140422,2014-04-22,96742,CME,0,96,237055,7228,118023,555,22182,29683,1371,162393,34704,2353,1356,30026,0,197438,216715,39617,20340,10367.0,-327.0,3247.0,172.0,366.0,-1174.0,362.0,8938.0,4876.0,-291.0,-88.0,1189.0,-20.0,9112.0,8361.0,1255.0,2006.0,100,3.0,49.8,0.2,9.4,12.5,0.6,68.5,14.6,1.0,0.6,12.7,0.0,83.3,91.4,16.7,8.6,115,6.0,11.0,8.0,8.0,14.0,6.0,45.0,19.0,9.0,,10.0,0.0,76,62,50.3,48.9,57.5,63.4,50.3,48.9,57.5,63.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140429,2014-04-29,96742,CME,0,96,236030,7645,118040,1077,22713,29777,1658,156816,33623,2526,2330,29146,20,194785,215867,41245,20163,-1025.0,417.0,17.0,522.0,531.0,94.0,287.0,-5577.0,-1081.0,173.0,974.0,-880.0,20.0,-2653.0,-848.0,1628.0,-177.0,100,3.2,50.0,0.5,9.6,12.6,0.7,66.4,14.2,1.1,1.0,12.3,0.0,82.5,91.5,17.5,8.5,117,5.0,12.0,7.0,9.0,14.0,7.0,46.0,19.0,8.0,4.0,8.0,,79,61,48.3,49.1,55.8,63.4,48.3,49.0,55.8,63.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140506,2014-05-06,96742,CME,0,96,241264,7652,125746,1625,23776,29348,1697,156033,32184,2843,1301,25133,20,194947,218596,46317,22668,5234.0,7.0,7706.0,548.0,1063.0,-429.0,39.0,-783.0,-1439.0,317.0,-1029.0,-4013.0,0.0,162.0,2729.0,5072.0,2505.0,100,3.2,52.1,0.7,9.9,12.2,0.7,64.7,13.3,1.2,0.5,10.4,0.0,80.8,90.6,19.2,9.4,124,5.0,14.0,7.0,10.0,13.0,7.0,47.0,22.0,6.0,,10.0,,77,68,44.5,45.7,51.6,60.7,44.5,45.5,51.6,60.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140513,2014-05-13,96742,CME,0,96,230333,12986,119711,3463,24767,30227,1870,140876,29298,3091,1591,23557,4,188648,211221,41685,19112,-10931.0,5334.0,-6035.0,1838.0,991.0,879.0,173.0,-15157.0,-2886.0,248.0,290.0,-1576.0,-16.0,-6299.0,-7375.0,-4632.0,-3556.0,100,5.6,52.0,1.5,10.8,13.1,0.8,61.2,12.7,1.3,0.7,10.2,0.0,81.9,91.7,18.1,8.3,119,7.0,12.0,8.0,10.0,14.0,7.0,44.0,21.0,13.0,,8.0,,76,72,44.2,47.8,51.6,61.9,44.2,47.6,51.5,61.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140520,2014-05-20,96742,CME,0,96,237637,13946,115263,4297,24843,30334,1882,151947,37204,3162,1182,25818,4,201263,217964,36374,19673,7304.0,960.0,-4448.0,834.0,76.0,107.0,12.0,11071.0,7906.0,71.0,-409.0,2261.0,0.0,12615.0,6743.0,-5311.0,561.0,100,5.9,48.5,1.8,10.5,12.8,0.8,63.9,15.7,1.3,0.5,10.9,0.0,84.7,91.7,15.3,8.3,126,8.0,11.0,8.0,10.0,14.0,7.0,43.0,25.0,11.0,,12.0,,76,77,48.8,46.0,56.2,59.9,48.8,45.7,56.2,59.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140527,2014-05-27,96742,CME,0,96,238440,13614,120731,4358,24772,30566,1847,153626,34111,3000,1151,23702,95,202463,218410,35977,20030,803.0,-332.0,5468.0,61.0,-71.0,232.0,-35.0,1679.0,-3093.0,-162.0,-31.0,-2116.0,91.0,1200.0,446.0,-397.0,357.0,100,5.7,50.6,1.8,10.4,12.8,0.8,64.4,14.3,1.3,0.5,9.9,0.0,84.9,91.6,15.1,8.4,120,6.0,12.0,8.0,10.0,14.0,8.0,41.0,23.0,9.0,4.0,10.0,,74,73,50.1,46.0,57.5,62.0,50.1,45.7,57.5,61.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140603,2014-06-03,96742,CME,0,96,239604,15509,116341,6870,27929,30877,1838,150539,34228,3157,2242,25119,79,208163,218509,31441,21095,1164.0,1895.0,-4390.0,2512.0,3157.0,311.0,-9.0,-3087.0,117.0,157.0,1091.0,1417.0,-16.0,5700.0,99.0,-4536.0,1065.0,100,6.5,48.6,2.9,11.7,12.9,0.8,62.8,14.3,1.3,0.9,10.5,0.0,86.9,91.2,13.1,8.8,117,8.0,11.0,8.0,10.0,14.0,7.0,33.0,26.0,9.0,5.0,10.0,,68,75,52.2,46.7,60.5,61.6,52.2,45.4,60.5,59.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140610,2014-06-10,96742,CME,0,96,271602,16548,121212,2521,28338,30107,1781,158171,46970,25722,1670,22025,647,235398,250985,36204,20617,31998.0,1039.0,4871.0,-4349.0,409.0,-770.0,-57.0,7632.0,12742.0,22565.0,-572.0,-3094.0,568.0,27235.0,32476.0,4763.0,-478.0,100,6.1,44.6,0.9,10.4,11.1,0.7,58.2,17.3,9.5,0.6,8.1,0.2,86.7,92.4,13.3,7.6,114,8.0,10.0,7.0,10.0,14.0,6.0,32.0,24.0,17.0,5.0,7.0,4.0,73,75,50.3,41.5,59.5,59.6,48.7,40.3,56.0,56.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140617,2014-06-17,96742,CME,0,96,250231,1934,105766,47,28817,30552,1778,173283,53009,2011,2087,37144,100,210057,230407,40174,19824,-21371.0,-14614.0,-15446.0,-2474.0,479.0,445.0,-3.0,15112.0,6039.0,-23711.0,417.0,15119.0,-547.0,-25341.0,-20578.0,3970.0,-793.0,100,0.8,42.3,0.0,11.5,12.2,0.7,69.2,21.2,0.8,0.8,14.8,0.0,83.9,92.1,16.1,7.9,119,4.0,11.0,,12.0,13.0,6.0,45.0,20.0,6.0,5.0,8.0,,74,62,53.7,39.8,60.5,62.1,53.7,39.7,60.2,62.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140624,2014-06-24,96742,CME,0,96,254369,3909,110583,386,29195,30211,1791,176002,52980,1973,1830,36307,178,215264,234409,39105,19960,4138.0,1975.0,4817.0,339.0,378.0,-341.0,13.0,2719.0,-29.0,-38.0,-257.0,-837.0,78.0,5207.0,4002.0,-1069.0,136.0,100,1.5,43.5,0.2,11.5,11.9,0.7,69.2,20.8,0.8,0.7,14.3,0.1,84.6,92.2,15.4,7.8,121,5.0,11.0,,13.0,13.0,7.0,48.0,19.0,7.0,5.0,7.0,,79,61,53.4,40.3,60.1,62.3,53.4,40.3,59.8,62.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140701,2014-07-01,96742,CME,0,96,255911,2551,111137,274,27692,30053,1714,176813,50340,2352,2917,37328,195,214508,233393,41403,22518,1542.0,-1358.0,554.0,-112.0,-1503.0,-158.0,-77.0,811.0,-2640.0,379.0,1087.0,1021.0,17.0,-756.0,-1016.0,2298.0,2558.0,100,1.0,43.4,0.1,10.8,11.7,0.7,69.1,19.7,0.9,1.1,14.6,0.1,83.8,91.2,16.2,8.8,116,,11.0,4.0,10.0,13.0,5.0,47.0,18.0,6.0,6.0,8.0,,73,60,52.3,41.2,58.6,63.9,52.3,41.1,58.4,63.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140708,2014-07-08,96742,CME,0,96,254788,8530,108837,1646,28146,30228,1713,167457,50649,2464,2459,37548,248,212663,233333,42125,21455,-1123.0,5979.0,-2300.0,1372.0,454.0,175.0,-1.0,-9356.0,309.0,112.0,-458.0,220.0,53.0,-1845.0,-60.0,722.0,-1063.0,100,3.3,42.7,0.6,11.0,11.9,0.7,65.7,19.9,1.0,1.0,14.7,0.1,83.5,91.6,16.5,8.4,114,5.0,10.0,5.0,11.0,13.0,4.0,42.0,21.0,9.0,5.0,7.0,,73,62,51.1,41.2,57.9,64.1,51.1,41.2,57.3,64.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140715,2014-07-15,96742,CME,0,96,255115,9926,109054,861,28193,30250,1713,166733,52798,2426,1840,36111,447,212139,233660,42976,21455,327.0,1396.0,217.0,-785.0,47.0,22.0,0.0,-724.0,2149.0,-38.0,-619.0,-1437.0,199.0,-524.0,327.0,851.0,0.0,100,3.9,42.7,0.3,11.1,11.9,0.7,65.4,20.7,1.0,0.7,14.2,0.2,83.2,91.6,16.8,8.4,115,,11.0,6.0,11.0,13.0,4.0,45.0,20.0,7.0,4.0,8.0,,74,61,47.6,40.9,54.7,62.9,47.6,40.8,54.5,62.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,140722,2014-07-22,96742,CME,0,96,241155,11792,96954,865,28243,30363,1765,152059,50865,3277,3604,34902,447,202052,219438,39103,21717,-13960.0,1866.0,-12100.0,4.0,50.0,113.0,52.0,-14674.0,-1933.0,851.0,1764.0,-1209.0,0.0,-10087.0,-14222.0,-3873.0,262.0,100,4.9,40.2,0.4,11.7,12.6,0.7,63.1,21.1,1.4,1.5,14.5,0.2,83.8,91.0,16.2,9.0,120,4.0,11.0,6.0,10.0,14.0,5.0,47.0,20.0,9.0,6.0,8.0,,78,65,47.3,43.2,55.5,62.6,47.2,43.1,55.4,62.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly
