Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,121127,2012-11-27,132741,CME,0,132,8525648,1231268,2850213,1878695,900753,113563,129810,1567022,444813,1575017,92846,228924,277584,7652995,7498619,872653,1027029,-60595.0,72690.0,-97142.0,10827.0,2682.0,-34947.0,-3326.0,-189828.0,-315.0,25135.0,19122.0,16573.0,6147.0,-56551.0,-77048.0,-4044.0,16453.0,100,14.4,33.4,22.0,10.6,1.3,1.5,18.4,5.2,18.5,1.1,2.7,3.3,89.8,88.0,10.2,12.0,236,29.0,46.0,72.0,8.0,8.0,15.0,55.0,45.0,81.0,9.0,19.0,22.0,220,206,22.4,24.6,35.6,35.5,17.2,20.2,27.0,25.4,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,121204,2012-12-04,132741,CME,0,132,8613991,1120474,2944679,1906831,932535,96152,129652,1639857,471837,1606210,107772,162061,261538,7704869,7578960,909122,1035031,88343.0,-110794.0,94466.0,28136.0,31782.0,-17411.0,-158.0,72835.0,27024.0,31193.0,14926.0,-66863.0,-16046.0,51874.0,80341.0,36469.0,8002.0,100,13.0,34.2,22.1,10.8,1.1,1.5,19.0,5.5,18.6,1.3,1.9,3.0,89.4,88.0,10.6,12.0,240,28.0,50.0,74.0,7.0,8.0,14.0,52.0,51.0,82.0,10.0,16.0,19.0,223,206,22.0,24.9,35.0,36.4,16.8,20.8,26.6,25.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,121211,2012-12-11,132741,CME,0,132,8789838,1040354,3028855,1912693,973460,89321,137297,1724125,475477,1670551,118109,178405,259317,7835906,7751916,953932,1037922,175847.0,-80120.0,84176.0,5862.0,40925.0,-6831.0,7645.0,84268.0,3640.0,64341.0,10337.0,16344.0,-2221.0,131037.0,172956.0,44810.0,2891.0,100,11.8,34.5,21.8,11.1,1.0,1.6,19.6,5.4,19.0,1.3,2.0,3.0,89.1,88.2,10.9,11.8,236,26.0,53.0,74.0,8.0,7.0,15.0,53.0,46.0,81.0,10.0,15.0,21.0,223,204,21.6,24.9,34.4,37.0,16.9,20.9,26.5,26.0,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,121218,2012-12-18,132741,CME,0,132,8014583,937639,2709833,1716324,1015169,83492,106598,1365567,392280,1593302,113448,143595,282905,7130952,7028329,883631,986254,-775255.0,-102715.0,-319022.0,-196369.0,41709.0,-5829.0,-30699.0,-358558.0,-83197.0,-77249.0,-4661.0,-34810.0,23588.0,-704954.0,-723587.0,-70301.0,-51668.0,100,11.7,33.8,21.4,12.7,1.0,1.3,17.0,4.9,19.9,1.4,1.8,3.5,89.0,87.7,11.0,12.3,218,23.0,48.0,65.0,10.0,5.0,16.0,48.0,45.0,75.0,10.0,14.0,21.0,204,191,21.9,24.9,34.2,36.6,17.8,20.6,26.1,25.4,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,121224,2012-12-24,132741,CME,0,132,7864799,1024413,2602514,1731012,1006698,69328,104127,1107184,353997,1564156,157729,150236,273124,6968443,6848494,896356,1016305,-149784.0,86774.0,-107319.0,14688.0,-8471.0,-14164.0,-2471.0,-258383.0,-38283.0,-29146.0,44281.0,6641.0,-9781.0,-162509.0,-179835.0,12725.0,30051.0,100,13.0,33.1,22.0,12.8,0.9,1.3,14.1,4.5,19.9,2.0,1.9,3.5,88.6,87.1,11.4,12.9,223,26.0,46.0,66.0,10.0,5.0,16.0,50.0,45.0,77.0,9.0,15.0,22.0,207,197,21.8,25.0,34.5,36.8,18.3,20.5,24.9,25.0,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,121231,2012-12-31,132741,CME,0,132,7878461,1117234,2601909,1716963,999708,71755,101435,1049483,387722,1597788,171737,148026,267777,7022125,6893375,856336,985086,13662.0,92821.0,-605.0,-14049.0,-6990.0,2427.0,-2692.0,-57701.0,33725.0,33632.0,14008.0,-2210.0,-5347.0,53682.0,44881.0,-40020.0,-31219.0,100,14.2,33.0,21.8,12.7,0.9,1.3,13.3,4.9,20.3,2.2,1.9,3.4,89.1,87.5,10.9,12.5,219,27.0,46.0,66.0,11.0,5.0,15.0,44.0,45.0,75.0,10.0,15.0,21.0,203,193,22.3,24.3,35.2,36.0,18.5,20.1,25.1,24.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130108,2013-01-08,132741,CME,0,132,8061794,1213087,2545405,1739140,938730,131706,115534,1032501,390665,1691983,185700,163258,279283,7195958,7056974,865836,1004820,183333.0,95853.0,-56504.0,22177.0,-60978.0,59951.0,14099.0,-16982.0,2943.0,94195.0,13963.0,15232.0,11506.0,173833.0,163599.0,9500.0,19734.0,100,15.0,31.6,21.6,11.6,1.6,1.4,12.8,4.8,21.0,2.3,2.0,3.5,89.3,87.5,10.7,12.5,229,28.0,46.0,68.0,10.0,5.0,14.0,48.0,44.0,77.0,10.0,18.0,25.0,209,204,22.2,23.2,34.6,34.7,18.4,19.4,24.4,23.7,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130115,2013-01-15,132741,CME,0,132,8320528,1357758,2601182,1707767,924548,239094,143967,1079530,446584,1711476,206528,181710,274094,7405668,7305874,914860,1014654,258734.0,144671.0,55777.0,-31373.0,-14182.0,107388.0,28433.0,47029.0,55919.0,19493.0,20828.0,18452.0,-5189.0,209710.0,248900.0,49024.0,9834.0,100,16.3,31.3,20.5,11.1,2.9,1.7,13.0,5.4,20.6,2.5,2.2,3.3,89.0,87.8,11.0,12.2,232,24.0,50.0,68.0,8.0,8.0,14.0,44.0,47.0,74.0,12.0,20.0,25.0,209,204,23.1,22.8,35.5,33.8,19.1,19.6,25.5,24.7,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130122,2013-01-22,132741,CME,0,132,8482190,1492378,2541381,1770105,920399,327546,174316,998145,448182,1776249,181248,183629,270742,7583582,7492150,898608,990040,161662.0,134620.0,-59801.0,62338.0,-4149.0,88452.0,30349.0,-81385.0,1598.0,64773.0,-25280.0,1919.0,-3352.0,177914.0,186276.0,-16252.0,-24614.0,100,17.6,30.0,20.9,10.9,3.9,2.1,11.8,5.3,20.9,2.1,2.2,3.2,89.4,88.3,10.6,11.7,230,25.0,50.0,71.0,8.0,7.0,14.0,47.0,49.0,78.0,8.0,17.0,24.0,213,204,23.4,22.0,36.3,33.3,19.8,19.7,26.6,24.7,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130129,2013-01-29,132741,CME,0,132,8542733,1680564,2418037,1785728,869364,396628,178899,891755,430779,1843860,176856,202764,284281,7711307,7540976,831426,1001757,60543.0,188186.0,-123344.0,15623.0,-51035.0,69082.0,4583.0,-106390.0,-17403.0,67611.0,-4392.0,19135.0,13539.0,127725.0,48826.0,-67182.0,11717.0,100,19.7,28.3,20.9,10.2,4.6,2.1,10.4,5.0,21.6,2.1,2.4,3.3,90.3,88.3,9.7,11.7,226,32.0,44.0,72.0,9.0,7.0,17.0,49.0,37.0,77.0,8.0,18.0,26.0,211,207,24.2,21.6,36.9,33.3,21.0,19.5,27.2,24.4,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130205,2013-02-05,132741,CME,0,132,8688167,1798750,2498212,1794462,841067,495032,177274,953588,438153,1794487,233122,192810,279077,7871827,7669507,816340,1018660,145434.0,118186.0,80175.0,8734.0,-28297.0,98404.0,-1625.0,61833.0,7374.0,-49373.0,56266.0,-9954.0,-5204.0,160520.0,128531.0,-15086.0,16903.0,100,20.7,28.8,20.7,9.7,5.7,2.0,11.0,5.0,20.7,2.7,2.2,3.2,90.6,88.3,9.4,11.7,230,30.0,45.0,69.0,10.0,8.0,18.0,56.0,39.0,77.0,11.0,15.0,22.0,210,206,24.0,22.6,36.9,33.9,20.8,20.4,27.1,26.2,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130212,2013-02-12,132741,CME,0,132,8820076,1714398,2512108,1818004,846636,578815,176438,1108604,452933,1826699,243962,192610,263459,7998200,7821066,821876,999010,131909.0,-84352.0,13896.0,23542.0,5569.0,83783.0,-836.0,155016.0,14780.0,32212.0,10840.0,-200.0,-15618.0,126373.0,151559.0,5536.0,-19650.0,100,19.4,28.5,20.6,9.6,6.6,2.0,12.6,5.1,20.7,2.8,2.2,3.0,90.7,88.7,9.3,11.3,231,29.0,46.0,68.0,10.0,8.0,19.0,54.0,42.0,78.0,9.0,17.0,23.0,213,206,23.2,22.5,35.9,34.0,19.9,20.4,26.7,26.0,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130219,2013-02-19,132741,CME,0,132,8949521,1749112,2533695,1843803,846248,587393,179836,1071297,425119,1859986,257826,183532,281444,8089552,7894808,859969,1054713,129445.0,34714.0,21587.0,25799.0,-388.0,8578.0,3398.0,-37307.0,-27814.0,33287.0,13864.0,-9078.0,17985.0,91352.0,73742.0,38093.0,55703.0,100,19.5,28.3,20.6,9.5,6.6,2.0,12.0,4.8,20.8,2.9,2.1,3.1,90.4,88.2,9.6,11.8,230,31.0,43.0,66.0,9.0,8.0,18.0,54.0,40.0,77.0,12.0,16.0,23.0,212,202,22.7,23.2,35.1,34.6,19.4,21.3,26.2,27.0,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130226,2013-02-26,132741,CME,0,132,9192201,1598581,2724818,1846820,883877,624115,178275,1366084,430147,1840230,209691,156836,287236,8210794,8088477,981407,1103724,242680.0,-150531.0,191123.0,3017.0,37629.0,36722.0,-1561.0,294787.0,5028.0,-19756.0,-48135.0,-26696.0,5792.0,121242.0,193669.0,121438.0,49011.0,100,17.4,29.6,20.1,9.6,6.8,1.9,14.9,4.7,20.0,2.3,1.7,3.1,89.3,88.0,10.7,12.0,238,32.0,45.0,69.0,6.0,10.0,18.0,63.0,36.0,79.0,13.0,15.0,20.0,216,208,21.0,23.7,33.2,35.2,17.8,22.1,24.3,28.5,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130305,2013-03-05,132741,CME,0,132,9469337,1585296,2793768,1851645,890993,582917,192919,1526216,522341,1942301,218955,185046,281444,8489769,8352381,979568,1116956,277136.0,-13285.0,68950.0,4825.0,7116.0,-41198.0,14644.0,160132.0,92194.0,102071.0,9264.0,28210.0,-5792.0,278975.0,263904.0,-1839.0,13232.0,100,16.7,29.5,19.6,9.4,6.2,2.0,16.1,5.5,20.5,2.3,2.0,3.0,89.7,88.2,10.3,11.8,243,34.0,41.0,68.0,6.0,11.0,16.0,60.0,46.0,77.0,11.0,17.0,22.0,219,207,20.0,23.0,32.8,34.6,17.9,21.5,24.6,27.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130312,2013-03-12,132741,CME,0,132,9604035,1646430,2744860,1896089,912327,643455,197811,1482407,558336,1978535,249271,194515,274451,8637321,8488052,966714,1115983,134698.0,61134.0,-48908.0,44444.0,21334.0,60538.0,4892.0,-43809.0,35995.0,36234.0,30316.0,9469.0,-6993.0,147552.0,135671.0,-12854.0,-973.0,100,17.1,28.6,19.7,9.5,6.7,2.1,15.4,5.8,20.6,2.6,2.0,2.9,89.9,88.4,10.1,11.6,245,35.0,38.0,66.0,8.0,10.0,17.0,64.0,38.0,82.0,12.0,18.0,22.0,224,208,19.5,23.6,31.8,35.1,17.1,21.6,23.5,27.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130319,2013-03-19,132741,CME,0,132,8949610,1681405,2459757,1620802,961077,747829,198068,1250761,499305,1891587,152527,153226,275177,8031404,7845751,918206,1103859,-654425.0,34975.0,-285103.0,-275287.0,48750.0,104374.0,257.0,-231646.0,-59031.0,-86948.0,-96744.0,-41289.0,726.0,-605917.0,-642301.0,-48508.0,-12124.0,100,18.8,27.5,18.1,10.7,8.4,2.2,14.0,5.6,21.1,1.7,1.7,3.1,89.7,87.7,10.3,12.3,233,28.0,42.0,63.0,8.0,8.0,18.0,53.0,42.0,76.0,11.0,19.0,20.0,209,201,20.8,26.0,33.3,37.0,19.3,23.9,26.3,28.6,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130326,2013-03-26,132741,CME,0,132,9072452,1860460,2501079,1682993,945024,827511,231149,1044039,473969,1925402,193173,173006,239138,8121378,8054247,951074,1018205,122842.0,179055.0,41322.0,62191.0,-16053.0,79682.0,33081.0,-206722.0,-25336.0,33815.0,40646.0,19780.0,-36039.0,89974.0,208496.0,32868.0,-85654.0,100,20.5,27.6,18.6,10.4,9.1,2.5,11.5,5.2,21.2,2.1,1.9,2.6,89.5,88.8,10.5,11.2,228,30.0,43.0,65.0,12.0,7.0,19.0,52.0,37.0,74.0,7.0,19.0,18.0,204,200,21.2,27.0,34.1,38.1,20.0,24.9,27.6,29.6,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130402,2013-04-02,132741,CME,0,132,9113448,1796067,2575056,1656630,941444,771751,229159,1144876,524213,1922477,211730,165648,244412,8146795,8089346,966653,1024102,40996.0,-64393.0,73977.0,-26363.0,-3580.0,-55760.0,-1990.0,100837.0,50244.0,-2925.0,18557.0,-7358.0,5274.0,25417.0,35099.0,15579.0,5897.0,100,19.7,28.3,18.2,10.3,8.5,2.5,12.6,5.8,21.1,2.3,1.8,2.7,89.4,88.8,10.6,11.2,232,30.0,44.0,66.0,12.0,8.0,17.0,49.0,43.0,81.0,8.0,19.0,19.0,208,207,20.9,26.1,34.0,37.4,19.4,24.2,27.5,29.2,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130409,2013-04-09,132741,CME,0,132,9297230,1550349,2817141,1734017,985955,695173,240294,1479161,506950,1858762,193515,162593,300553,8342606,8315483,954624,981747,183782.0,-245718.0,242085.0,77387.0,44511.0,-76578.0,11135.0,334285.0,-17263.0,-63715.0,-18215.0,-3055.0,56141.0,195811.0,226137.0,-12029.0,-42355.0,100,16.7,30.3,18.7,10.6,7.5,2.6,15.9,5.5,20.0,2.1,1.7,3.2,89.7,89.4,10.3,10.6,239,25.0,52.0,69.0,12.0,8.0,20.0,54.0,41.0,81.0,11.0,16.0,17.0,216,210,20.4,25.9,33.1,37.4,18.8,24.1,26.9,29.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130416,2013-04-16,132741,CME,0,132,9382858,1374627,2766995,1807367,1001186,677162,249755,1696593,577472,1824442,175679,182939,309949,8439598,8396081,943260,986777,85628.0,-175722.0,-50146.0,73350.0,15231.0,-18011.0,9461.0,217432.0,70522.0,-34320.0,-17836.0,20346.0,9396.0,96992.0,80598.0,-11364.0,5030.0,100,14.7,29.5,19.3,10.7,7.2,2.7,18.1,6.2,19.4,1.9,1.9,3.3,89.9,89.5,10.1,10.5,249,25.0,52.0,70.0,13.0,10.0,21.0,53.0,46.0,80.0,12.0,17.0,18.0,225,213,20.5,24.9,32.7,36.4,18.7,22.8,27.3,28.4,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130423,2013-04-23,132741,CME,0,132,9398759,1226986,2779875,1853327,1013231,576298,249657,1804122,573280,1797412,148904,189934,352209,8445848,8371992,952911,1026767,15901.0,-147641.0,12880.0,45960.0,12045.0,-100864.0,-98.0,107529.0,-4192.0,-27030.0,-26775.0,6995.0,42260.0,6250.0,-24089.0,9651.0,39990.0,100,13.1,29.6,19.7,10.8,6.1,2.7,19.2,6.1,19.1,1.6,2.0,3.7,89.9,89.1,10.1,10.9,249,25.0,51.0,69.0,11.0,12.0,22.0,56.0,45.0,79.0,11.0,16.0,19.0,225,213,21.0,23.2,32.7,35.1,18.8,21.1,27.6,26.9,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130430,2013-04-30,132741,CME,0,132,9476859,1205797,2807246,1875764,1058320,484844,252049,1801348,646626,1793319,172638,218266,349891,8509126,8428005,967733,1048854,78100.0,-21189.0,27371.0,22437.0,45089.0,-91454.0,2392.0,-2774.0,73346.0,-4093.0,23734.0,28332.0,-2318.0,63278.0,56013.0,14822.0,22087.0,100,12.7,29.6,19.8,11.2,5.1,2.7,19.0,6.8,18.9,1.8,2.3,3.7,89.8,88.9,10.2,11.1,259,28.0,51.0,71.0,10.0,12.0,22.0,58.0,50.0,80.0,12.0,13.0,20.0,233,219,20.5,21.8,32.5,34.5,19.3,19.8,27.7,25.7,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130507,2013-05-07,132741,CME,0,132,9586564,1195707,2753083,1903495,1070014,509293,263700,1732751,661645,1874976,200459,207770,353313,8594415,8527275,992149,1059289,109705.0,-10090.0,-54163.0,27731.0,11694.0,24449.0,11651.0,-68597.0,15019.0,81657.0,27821.0,-10496.0,3422.0,85289.0,99270.0,24416.0,10435.0,100,12.5,28.7,19.9,11.2,5.3,2.8,18.1,6.9,19.6,2.1,2.2,3.7,89.7,89.0,10.3,11.0,262,28.0,50.0,72.0,11.0,12.0,23.0,59.0,49.0,85.0,11.0,14.0,19.0,238,223,20.2,21.3,32.6,33.6,19.3,19.4,27.4,25.1,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130514,2013-05-14,132741,CME,0,132,9754079,1274221,2704254,1918392,1056298,618936,266248,1626505,549314,2077020,206680,186276,362312,8787676,8682752,966403,1071327,167515.0,78514.0,-48829.0,14897.0,-13716.0,109643.0,2548.0,-106246.0,-112331.0,202044.0,6221.0,-21494.0,8999.0,193261.0,155477.0,-25746.0,12038.0,100,13.1,27.7,19.7,10.8,6.3,2.7,16.7,5.6,21.3,2.1,1.9,3.7,90.1,89.0,9.9,11.0,258,27.0,47.0,67.0,12.0,10.0,21.0,58.0,48.0,86.0,15.0,13.0,22.0,234,220,19.5,22.1,31.9,34.5,19.2,20.4,26.5,25.7,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130521,2013-05-21,132741,CME,0,132,9752818,1422924,2624605,1902411,1004283,716825,223851,1529973,524439,2138894,211295,178138,359172,8792803,8668335,960015,1084483,-1261.0,148703.0,-79649.0,-15981.0,-52015.0,97889.0,-42397.0,-96532.0,-24875.0,61874.0,4615.0,-8138.0,-3140.0,5127.0,-14417.0,-6388.0,13156.0,100,14.6,26.9,19.5,10.3,7.3,2.3,15.7,5.4,21.9,2.2,1.8,3.7,90.2,88.9,9.8,11.1,255,27.0,48.0,69.0,11.0,9.0,20.0,58.0,47.0,85.0,14.0,13.0,21.0,232,218,19.9,22.7,32.4,34.8,19.4,20.9,26.1,26.1,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130528,2013-05-28,132741,CME,0,132,9720360,1580127,2616437,1925162,937823,706049,223160,1399936,473407,2184929,201871,173418,396653,8849661,8699215,870699,1021145,-32458.0,157203.0,-8168.0,22751.0,-66460.0,-10776.0,-691.0,-130037.0,-51032.0,46035.0,-9424.0,-4720.0,37481.0,56858.0,30880.0,-89316.0,-63338.0,100,16.3,26.9,19.8,9.6,7.3,2.3,14.4,4.9,22.5,2.1,1.8,4.1,91.0,89.5,9.0,10.5,246,27.0,51.0,75.0,11.0,8.0,19.0,55.0,42.0,81.0,13.0,13.0,25.0,226,220,20.5,23.0,32.4,35.1,19.5,21.3,26.0,26.5,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130604,2013-06-04,132741,CME,0,132,9453810,1907870,2561580,1736671,829521,655503,246288,1050594,393393,2251167,238477,194797,349271,8609859,8388670,843951,1065140,-266550.0,327743.0,-54857.0,-188491.0,-108302.0,-50546.0,23128.0,-349342.0,-80014.0,66238.0,36606.0,21379.0,-47382.0,-239802.0,-310545.0,-26748.0,43995.0,100,20.2,27.1,18.4,8.8,6.9,2.6,11.1,4.2,23.8,2.5,2.1,3.7,91.1,88.7,8.9,11.3,241,21.0,52.0,68.0,11.0,7.0,19.0,62.0,43.0,81.0,16.0,11.0,23.0,224,208,22.4,23.4,35.4,35.9,20.7,21.8,28.5,26.5,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130611,2013-06-11,132741,CME,0,132,9343925,1880285,2506539,1773274,826530,595586,251090,917199,316105,2257866,223924,158341,399095,8529263,8257896,814662,1086029,-109885.0,-27585.0,-55041.0,36603.0,-2991.0,-59917.0,4802.0,-133395.0,-77288.0,6699.0,-14553.0,-36456.0,49824.0,-80596.0,-130774.0,-29289.0,20889.0,100,20.1,26.8,19.0,8.8,6.4,2.7,9.8,3.4,24.2,2.4,1.7,4.3,91.3,88.4,8.7,11.6,236,25.0,48.0,65.0,10.0,10.0,18.0,65.0,33.0,79.0,12.0,15.0,23.0,213,208,22.6,23.0,35.3,35.1,20.9,21.4,28.1,25.9,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130618,2013-06-18,132741,CME,0,132,8774697,1947312,2437265,1383928,890791,625615,238721,986086,442782,2097058,178281,201879,285425,8007602,7712673,767095,1062024,-569228.0,67027.0,-69274.0,-389346.0,64261.0,30029.0,-12369.0,68887.0,126677.0,-160808.0,-45643.0,43538.0,-113670.0,-521661.0,-545223.0,-47567.0,-24005.0,100,22.2,27.8,15.8,10.2,7.1,2.7,11.2,5.0,23.9,2.0,2.3,3.3,91.3,87.9,8.7,12.1,231,25.0,42.0,58.0,10.0,10.0,17.0,55.0,37.0,81.0,12.0,17.0,23.0,207,203,24.6,23.9,37.3,35.7,22.5,22.0,31.8,26.8,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130625,2013-06-25,132741,CME,0,132,8747346,1921254,2506949,1399200,921911,674516,225736,976359,503288,1977050,374406,155838,289201,8085117,7731778,662229,1015568,-27351.0,-26058.0,69684.0,15272.0,31120.0,48901.0,-12985.0,-9727.0,60506.0,-120008.0,196125.0,-46041.0,3776.0,77515.0,19105.0,-104866.0,-46456.0,100,22.0,28.7,16.0,10.5,7.7,2.6,11.2,5.8,22.6,4.3,1.8,3.3,92.4,88.4,7.6,11.6,228,25.0,41.0,61.0,9.0,9.0,16.0,59.0,34.0,80.0,16.0,14.0,22.0,207,200,24.6,24.2,38.6,37.2,22.1,22.3,32.0,27.9,"(CONTRACTS OF $1,000,000)",F33,FutOnly
3-MONTH EURODOLLARS - CHICAGO MERCANTILE EXCHANGE,130702,2013-07-02,132741,CME,0,132,8590139,1884387,2374968,1469642,939427,720013,212200,904998,442930,1851794,341793,201747,302229,7906470,7575523,683669,1014616,-157207.0,-36867.0,-131981.0,70442.0,17516.0,45497.0,-13536.0,-71361.0,-60358.0,-125256.0,-32613.0,45909.0,13028.0,-178647.0,-156255.0,21440.0,-952.0,100,21.9,27.6,17.1,10.9,8.4,2.5,10.5,5.2,21.6,4.0,2.3,3.5,92.0,88.2,8.0,11.8,232,27.0,44.0,65.0,12.0,9.0,16.0,60.0,33.0,83.0,13.0,16.0,21.0,207,210,25.8,24.3,39.7,36.7,23.5,22.1,32.2,27.1,"(CONTRACTS OF $1,000,000)",F33,FutOnly
