Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,111220,2011-12-20,232741,CME,0,232,104817,52047,26305,2738,32830,59702,87615,88745,17202,16072,104817,52047,26305,2738,32830,59702,87615,88745,17202,16072,0,0,0,0,0,0,0,0,0,0,-48479.0,-8085.0,602.0,-1225.0,-37483.0,-47017.0,-46793.0,-47640.0,-1686.0,-839.0,100,49.7,25.1,2.6,31.3,57.0,83.6,84.7,16.4,15.3,100,49.7,25.1,2.6,31.3,57.0,83.6,84.7,16.4,15.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,19,22,1,13,20,33,42,70,19,22,1,13,20,33,42,0,0,0,0,0,0,0,0,46.0,53.0,63.8,65.0,46.0,52.4,63.8,62.9,46.0,53.0,63.8,65.0,46.0,52.4,63.8,62.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,111227,2011-12-27,232741,CME,0,232,111210,60302,27665,2738,29967,65001,93007,95404,18203,15806,111210,60302,27665,2738,29967,65001,93007,95404,18203,15806,0,0,0,0,0,0,0,0,0,0,6393.0,8255.0,1360.0,0.0,-2863.0,5299.0,5392.0,6659.0,1001.0,-266.0,100,54.2,24.9,2.5,26.9,58.4,83.6,85.8,16.4,14.2,100,54.2,24.9,2.5,26.9,58.4,83.6,85.8,16.4,14.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73,20,22,1,13,22,34,44,73,20,22,1,13,22,34,44,0,0,0,0,0,0,0,0,46.6,50.4,65.2,62.1,46.6,49.8,65.2,60.7,46.6,50.4,65.2,62.1,46.6,49.8,65.2,60.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120103,2012-01-03,232741,CME,0,232,117247,70268,23731,2621,24729,73890,97618,100242,19629,17005,117247,70268,23731,2621,24729,73890,97618,100242,19629,17005,0,0,0,0,0,0,0,0,0,0,6037.0,9966.0,-3934.0,-117.0,-5238.0,8889.0,4611.0,4838.0,1426.0,1199.0,100,59.9,20.2,2.2,21.1,63.0,83.3,85.5,16.7,14.5,100,59.9,20.2,2.2,21.1,63.0,83.3,85.5,16.7,14.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,23,26,1,14,25,38,51,84,23,26,1,14,25,38,51,0,0,0,0,0,0,0,0,52.2,46.2,65.0,58.0,52.2,45.6,64.7,57.0,52.2,46.2,65.0,58.0,52.2,45.6,64.7,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120110,2012-01-10,232741,CME,0,232,125914,78721,25195,2623,20526,80649,101870,108467,24044,17447,125914,78721,25195,2623,20526,80649,101870,108467,24044,17447,0,0,0,0,0,0,0,0,0,0,8667.0,8453.0,1464.0,2.0,-4203.0,6759.0,4252.0,8225.0,4415.0,442.0,100,62.5,20.0,2.1,16.3,64.1,80.9,86.1,19.1,13.9,100,62.5,20.0,2.1,16.3,64.1,80.9,86.1,19.1,13.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,23,22,1,13,24,37,46,78,23,22,1,13,24,37,46,0,0,0,0,0,0,0,0,55.2,43.4,64.3,54.7,55.2,42.4,63.3,53.6,55.2,43.4,64.3,54.7,55.2,42.4,63.3,53.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120117,2012-01-17,232741,CME,0,232,135321,83346,29040,2628,23025,87121,108999,118789,26322,16532,135321,83346,29040,2628,23025,87121,108999,118789,26322,16532,0,0,0,0,0,0,0,0,0,0,9407.0,4625.0,3845.0,5.0,2499.0,6472.0,7129.0,10322.0,2278.0,-915.0,100,61.6,21.5,1.9,17.0,64.4,80.5,87.8,19.5,12.2,100,61.6,21.5,1.9,17.0,64.4,80.5,87.8,19.5,12.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,27,21,2,11,27,40,48,82,27,21,2,11,27,40,48,0,0,0,0,0,0,0,0,55.7,42.9,64.3,54.5,55.7,41.9,63.4,53.5,55.7,42.9,64.3,54.5,55.7,41.9,63.4,53.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120124,2012-01-24,232741,CME,0,232,139724,90943,21457,2696,17892,98364,111531,122517,28193,17207,139724,90943,21457,2696,17892,98364,111531,122517,28193,17207,0,0,0,0,0,0,0,0,0,0,4403.0,7597.0,-7583.0,68.0,-5133.0,11243.0,2532.0,3728.0,1871.0,675.0,100,65.1,15.4,1.9,12.8,70.4,79.8,87.7,20.2,12.3,100,65.1,15.4,1.9,12.8,70.4,79.8,87.7,20.2,12.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,34,19,3,12,29,49,48,88,34,19,3,12,29,49,48,0,0,0,0,0,0,0,0,52.7,47.9,61.5,59.8,52.7,47.5,60.5,58.9,52.7,47.9,61.5,59.8,52.7,47.5,60.5,58.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120131,2012-01-31,232741,CME,0,232,150115,97471,19427,2919,21327,109504,121717,131850,28398,18265,150115,97471,19427,2919,21327,109504,121717,131850,28398,18265,0,0,0,0,0,0,0,0,0,0,10391.0,6528.0,-2030.0,223.0,3435.0,11140.0,10186.0,9333.0,205.0,1058.0,100,64.9,12.9,1.9,14.2,72.9,81.1,87.8,18.9,12.2,100,64.9,12.9,1.9,14.2,72.9,81.1,87.8,18.9,12.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,36,20,5,16,28,56,49,93,36,20,5,16,28,56,49,0,0,0,0,0,0,0,0,51.6,50.9,59.8,62.8,51.6,50.5,59.1,62.0,51.6,50.9,59.8,62.8,51.6,50.5,59.1,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120207,2012-02-07,232741,CME,0,232,148879,94332,19237,2694,18962,108736,115988,130667,32891,18212,148879,94332,19237,2694,18962,108736,115988,130667,32891,18212,0,0,0,0,0,0,0,0,0,0,-1236.0,-3139.0,-190.0,-225.0,-2365.0,-768.0,-5729.0,-1183.0,4493.0,-53.0,100,63.4,12.9,1.8,12.7,73.0,77.9,87.8,22.1,12.2,100,63.4,12.9,1.8,12.7,73.0,77.9,87.8,22.1,12.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,36,19,3,14,26,53,45,89,36,19,3,14,26,53,45,0,0,0,0,0,0,0,0,47.1,52.4,55.3,64.4,47.1,52.0,54.7,63.5,47.1,52.4,55.3,64.4,47.1,52.0,54.7,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120214,2012-02-14,232741,CME,0,232,151885,93866,20125,2674,21447,108889,117987,131688,33898,20197,151885,93866,20125,2674,21447,108889,117987,131688,33898,20197,0,0,0,0,0,0,0,0,0,0,3006.0,-466.0,888.0,-20.0,2485.0,153.0,1999.0,1021.0,1007.0,1985.0,100,61.8,13.3,1.8,14.1,71.7,77.7,86.7,22.3,13.3,100,61.8,13.3,1.8,14.1,71.7,77.7,86.7,22.3,13.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,35,19,3,19,26,57,45,90,35,19,3,19,26,57,45,0,0,0,0,0,0,0,0,44.6,50.4,54.5,63.6,44.6,50.0,54.3,62.7,44.6,50.4,54.5,63.6,44.6,50.0,54.3,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120221,2012-02-21,232741,CME,0,232,149840,92233,17533,2919,20354,107822,115506,128274,34334,21566,149840,92233,17533,2919,20354,107822,115506,128274,34334,21566,0,0,0,0,0,0,0,0,0,0,-2045.0,-1633.0,-2592.0,245.0,-1093.0,-1067.0,-2481.0,-3414.0,436.0,1369.0,100,61.6,11.7,1.9,13.6,72.0,77.1,85.6,22.9,14.4,100,61.6,11.7,1.9,13.6,72.0,77.1,85.6,22.9,14.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92,39,17,5,17,28,59,47,92,39,17,5,17,28,59,47,0,0,0,0,0,0,0,0,43.8,49.3,53.9,62.6,43.8,48.9,53.8,61.8,43.8,49.3,53.9,62.6,43.8,48.9,53.8,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120228,2012-02-28,232741,CME,0,232,161219,103665,25464,2900,20156,113145,126721,141509,34498,19710,161219,103665,25464,2900,20156,113145,126721,141509,34498,19710,0,0,0,0,0,0,0,0,0,0,11379.0,11432.0,7931.0,-19.0,-198.0,5323.0,11215.0,13235.0,164.0,-1856.0,100,64.3,15.8,1.8,12.5,70.2,78.6,87.8,21.4,12.2,100,64.3,15.8,1.8,12.5,70.2,78.6,87.8,21.4,12.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,41,23,6,17,28,62,53,99,41,23,6,17,28,62,53,0,0,0,0,0,0,0,0,44.5,46.4,55.1,59.9,44.5,46.0,55.1,59.3,44.5,46.4,55.1,59.9,44.5,46.0,55.1,59.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120306,2012-03-06,232741,CME,0,232,164007,96358,34638,3356,31532,103390,131246,141384,32761,22623,164007,96358,34638,3356,31532,103390,131246,141384,32761,22623,0,0,0,0,0,0,0,0,0,0,2788.0,-7307.0,9174.0,456.0,11376.0,-9755.0,4525.0,-125.0,-1737.0,2913.0,100,58.8,21.1,2.0,19.2,63.0,80.0,86.2,20.0,13.8,100,58.8,21.1,2.0,19.2,63.0,80.0,86.2,20.0,13.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102,35,29,8,22,31,63,62,102,35,29,8,22,31,63,62,0,0,0,0,0,0,0,0,43.9,44.5,56.2,57.7,43.2,40.2,54.5,53.3,43.9,44.5,56.2,57.7,43.2,40.2,54.5,53.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120313,2012-03-13,232741,CME,0,232,200719,98469,31713,17037,53899,131001,169405,179751,31314,20968,200719,98469,31713,17037,53899,131001,169405,179751,31314,20968,0,0,0,0,0,0,0,0,0,0,36712.0,2111.0,-2925.0,13681.0,22367.0,27611.0,38159.0,38367.0,-1447.0,-1655.0,100,49.1,15.8,8.5,26.9,65.3,84.4,89.6,15.6,10.4,100,49.1,15.8,8.5,26.9,65.3,84.4,89.6,15.6,10.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,35,25,12,20,29,66,55,97,35,25,12,20,29,66,55,0,0,0,0,0,0,0,0,39.9,47.2,59.3,63.4,36.7,34.2,44.1,45.6,39.9,47.2,59.3,63.4,36.7,34.2,44.1,45.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120320,2012-03-20,232741,CME,0,232,160387,97025,51834,196,33030,88470,130251,140500,30136,19887,160387,97025,51834,196,33030,88470,130251,140500,30136,19887,0,0,0,0,0,0,0,0,0,0,-40332.0,-1444.0,20121.0,-16841.0,-20869.0,-42531.0,-39154.0,-39251.0,-1178.0,-1081.0,100,60.5,32.3,0.1,20.6,55.2,81.2,87.6,18.8,12.4,100,60.5,32.3,0.1,20.6,55.2,81.2,87.6,18.8,12.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,30,27,5,15,24,49,52,90,30,27,5,15,24,49,52,0,0,0,0,0,0,0,0,53.3,49.3,63.0,63.1,53.3,48.9,63.0,62.7,53.3,49.3,63.0,63.1,53.3,48.9,63.0,62.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120327,2012-03-27,232741,CME,0,232,147373,91615,32041,901,27485,95723,120001,128665,27372,18708,147373,91615,32041,901,27485,95723,120001,128665,27372,18708,0,0,0,0,0,0,0,0,0,0,-13014.0,-5410.0,-19793.0,705.0,-5545.0,7253.0,-10250.0,-11835.0,-2764.0,-1179.0,100,62.2,21.7,0.6,18.6,65.0,81.4,87.3,18.6,12.7,100,62.2,21.7,0.6,18.6,65.0,81.4,87.3,18.6,12.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,29,22,5,20,22,52,46,86,29,22,5,20,22,52,46,0,0,0,0,0,0,0,0,55.0,50.5,63.3,65.5,55.0,50.0,63.3,65.1,55.0,50.5,63.3,65.5,55.0,50.0,63.3,65.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120403,2012-04-03,232741,CME,0,232,151825,85990,36671,1129,37090,94011,124209,131811,27616,20014,151825,85990,36671,1129,37090,94011,124209,131811,27616,20014,0,0,0,0,0,0,0,0,0,0,4452.0,-5625.0,4630.0,228.0,9605.0,-1712.0,4208.0,3146.0,244.0,1306.0,100,56.6,24.2,0.7,24.4,61.9,81.8,86.8,18.2,13.2,100,56.6,24.2,0.7,24.4,61.9,81.8,86.8,18.2,13.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,31,27,6,13,22,48,51,88,31,27,6,13,22,48,51,0,0,0,0,0,0,0,0,58.8,47.2,65.8,61.9,58.8,46.8,65.6,61.5,58.8,47.2,65.8,61.9,58.8,46.8,65.6,61.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120410,2012-04-10,232741,CME,0,232,154070,79806,40377,251,46393,91475,126450,132103,27620,21967,154070,79806,40377,251,46393,91475,126450,132103,27620,21967,0,0,0,0,0,0,0,0,0,0,2245.0,-6184.0,3706.0,-878.0,9303.0,-2536.0,2241.0,292.0,4.0,1953.0,100,51.8,26.2,0.2,30.1,59.4,82.1,85.7,17.9,14.3,100,51.8,26.2,0.2,30.1,59.4,82.1,85.7,17.9,14.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81,24,25,5,15,24,42,51,81,24,25,5,15,24,42,51,0,0,0,0,0,0,0,0,56.5,48.3,67.2,61.7,56.5,47.8,67.0,61.3,56.5,48.3,67.2,61.7,56.5,47.8,67.0,61.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120417,2012-04-17,232741,CME,0,232,148796,83830,35409,182,36524,94156,120536,129747,28260,19049,148796,83830,35409,182,36524,94156,120536,129747,28260,19049,0,0,0,0,0,0,0,0,0,0,-5274.0,4024.0,-4968.0,-69.0,-9869.0,2681.0,-5914.0,-2356.0,640.0,-2918.0,100,56.3,23.8,0.1,24.5,63.3,81.0,87.2,19.0,12.8,100,56.3,23.8,0.1,24.5,63.3,81.0,87.2,19.0,12.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,27,22,3,14,24,44,46,80,27,22,3,14,24,44,46,0,0,0,0,0,0,0,0,53.8,49.7,65.0,64.0,53.8,49.3,64.8,63.5,53.8,49.7,65.0,64.0,53.8,49.3,64.8,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120424,2012-04-24,232741,CME,0,232,146739,80597,34556,296,40760,90888,121653,125740,25086,20999,146739,80597,34556,296,40760,90888,121653,125740,25086,20999,0,0,0,0,0,0,0,0,0,0,-2057.0,-3233.0,-853.0,114.0,4236.0,-3268.0,1117.0,-4007.0,-3174.0,1950.0,100,54.9,23.5,0.2,27.8,61.9,82.9,85.7,17.1,14.3,100,54.9,23.5,0.2,27.8,61.9,82.9,85.7,17.1,14.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,28,21,5,17,24,48,47,82,28,21,5,17,24,48,47,0,0,0,0,0,0,0,0,54.3,49.8,66.1,63.9,54.3,49.4,65.9,63.5,54.3,49.8,66.1,63.9,54.3,49.4,65.9,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120501,2012-05-01,232741,CME,0,232,147749,88649,36369,442,29309,92087,118400,128898,29349,18851,147749,88649,36369,442,29309,92087,118400,128898,29349,18851,0,0,0,0,0,0,0,0,0,0,1010.0,8052.0,1813.0,146.0,-11451.0,1199.0,-3253.0,3158.0,4263.0,-2148.0,100,60.0,24.6,0.3,19.8,62.3,80.1,87.2,19.9,12.8,100,60.0,24.6,0.3,19.8,62.3,80.1,87.2,19.9,12.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79,29,21,8,16,21,50,45,79,29,21,8,16,21,50,45,0,0,0,0,0,0,0,0,51.6,50.3,63.8,65.5,51.6,49.8,63.4,65.0,51.6,50.3,63.8,65.5,51.6,49.8,63.4,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120508,2012-05-08,232741,CME,0,232,152108,72145,47041,274,58045,80412,130464,127727,21644,24381,152108,72145,47041,274,58045,80412,130464,127727,21644,24381,0,0,0,0,0,0,0,0,0,0,4359.0,-16504.0,10672.0,-168.0,28736.0,-11675.0,12064.0,-1171.0,-7705.0,5530.0,100,47.4,30.9,0.2,38.2,52.9,85.8,84.0,14.2,16.0,100,47.4,30.9,0.2,38.2,52.9,85.8,84.0,14.2,16.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,27,25,6,18,23,47,52,84,27,25,6,18,23,47,52,0,0,0,0,0,0,0,0,51.4,47.9,66.5,61.4,51.4,47.5,66.3,60.9,51.4,47.9,66.5,61.4,51.4,47.5,66.3,60.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120515,2012-05-15,232741,CME,0,232,144001,51066,46332,169,73951,72336,125186,118837,18815,25164,144001,51066,46332,169,73951,72336,125186,118837,18815,25164,0,0,0,0,0,0,0,0,0,0,-8107.0,-21079.0,-709.0,-105.0,15906.0,-8076.0,-5278.0,-8890.0,-2829.0,783.0,100,35.5,32.2,0.1,51.4,50.2,86.9,82.5,13.1,17.5,100,35.5,32.2,0.1,51.4,50.2,86.9,82.5,13.1,17.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,19,31,6,19,25,42,58,85,19,31,6,19,25,42,58,0,0,0,0,0,0,0,0,54.8,46.9,66.8,59.6,54.7,46.4,66.6,59.1,54.8,46.9,66.8,59.6,54.7,46.4,66.6,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120522,2012-05-22,232741,CME,0,232,139963,29999,46897,133,90838,65667,120970,112697,18993,27266,139963,29999,46897,133,90838,65667,120970,112697,18993,27266,0,0,0,0,0,0,0,0,0,0,-4038.0,-21067.0,565.0,-36.0,16887.0,-6669.0,-4216.0,-6140.0,178.0,2102.0,100,21.4,33.5,0.1,64.9,46.9,86.4,80.5,13.6,19.5,100,21.4,33.5,0.1,64.9,46.9,86.4,80.5,13.6,19.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83,14,35,6,19,21,37,58,83,14,35,6,19,21,37,58,0,0,0,0,0,0,0,0,55.1,44.9,68.6,54.9,55.0,44.3,68.4,54.4,55.1,44.9,68.6,54.9,55.0,44.3,68.4,54.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120529,2012-05-29,232741,CME,0,232,142616,14788,50315,493,112809,62740,128090,113548,14526,29068,142616,14788,50315,493,112809,62740,128090,113548,14526,29068,0,0,0,0,0,0,0,0,0,0,2653.0,-15211.0,3418.0,360.0,21971.0,-2927.0,7120.0,851.0,-4467.0,1802.0,100,10.4,35.3,0.3,79.1,44.0,89.8,79.6,10.2,20.4,100,10.4,35.3,0.3,79.1,44.0,89.8,79.6,10.2,20.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,14,33,6,22,22,40,57,82,14,33,6,22,22,40,57,0,0,0,0,0,0,0,0,61.1,42.1,70.7,52.6,60.9,41.6,70.6,52.1,61.1,42.1,70.7,52.6,60.9,41.6,70.6,52.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
AUSTRALIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,120605,2012-06-05,232741,CME,0,232,158833,12579,63751,724,132503,66629,145806,131104,13027,27729,158833,12579,63751,724,132503,66629,145806,131104,13027,27729,0,0,0,0,0,0,0,0,0,0,16217.0,-2209.0,13436.0,231.0,19694.0,3889.0,17716.0,17556.0,-1499.0,-1339.0,100,7.9,40.1,0.5,83.4,41.9,91.8,82.5,8.2,17.5,100,7.9,40.1,0.5,83.4,41.9,91.8,82.5,8.2,17.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,17,38,9,24,23,45,66,90,17,38,9,24,23,45,66,0,0,0,0,0,0,0,0,64.0,41.8,72.9,54.4,63.8,39.5,72.7,51.9,64.0,41.8,72.9,54.4,63.8,39.5,72.7,51.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF AUD 100,000)"
