Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140729,2014-07-29,20601,CBT,0,20,794653,9542,100763,6935,320184,178506,112483,114054,164600,17509,30249,34866,598,611554,616260,183099,178393,5067.0,3227.0,5995.0,-1565.0,-1300.0,-852.0,-4866.0,1932.0,-193.0,-16.0,-3288.0,-37.0,568.0,-5308.0,-966.0,10375.0,6033.0,100,1.2,12.7,0.9,40.3,22.5,14.2,14.4,20.7,2.2,3.8,4.4,0.1,77.0,77.6,23.0,22.4,168,6.0,19.0,,32.0,37.0,36.0,31.0,23.0,17.0,10.0,10.0,,108,117,25.7,19.8,35.8,28.8,23.1,16.5,31.5,24.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140805,2014-08-05,20601,CBT,0,20,775023,14830,84847,2087,331403,174392,116039,91212,168311,19804,31231,34866,1850,608456,602196,166567,172827,-19630.0,5288.0,-15916.0,-4848.0,11219.0,-4114.0,3556.0,-22842.0,3711.0,2295.0,982.0,0.0,1252.0,-3098.0,-14064.0,-16532.0,-5566.0,100,1.9,10.9,0.3,42.8,22.5,15.0,11.8,21.7,2.6,4.0,4.5,0.2,78.5,77.7,21.5,22.3,170,7.0,18.0,,32.0,37.0,36.0,29.0,24.0,19.0,12.0,10.0,4.0,107,124,26.9,19.7,37.5,29.6,24.5,17.4,33.4,25.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140812,2014-08-12,20601,CBT,0,20,835608,25775,94770,1323,369695,182252,109926,100543,207348,20187,34511,39059,851,662811,655716,172797,179892,60585.0,10945.0,9923.0,-764.0,38292.0,7860.0,-6113.0,9331.0,39037.0,383.0,3280.0,4193.0,-999.0,54355.0,53520.0,6230.0,7065.0,100,3.1,11.3,0.2,44.2,21.8,13.2,12.0,24.8,2.4,4.1,4.7,0.1,79.3,78.5,20.7,21.5,174,8.0,21.0,4.0,32.0,37.0,34.0,30.0,26.0,21.0,10.0,10.0,5.0,111,127,28.9,20.1,38.5,31.1,26.6,18.8,35.1,26.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140819,2014-08-19,20601,CBT,0,20,870530,14881,113900,9287,398693,160084,113854,109854,222304,21141,31320,40476,1368,700398,682414,170132,188116,34922.0,-10894.0,19130.0,7964.0,28998.0,-22168.0,3928.0,9311.0,14956.0,954.0,-3191.0,1417.0,517.0,37587.0,26698.0,-2665.0,8224.0,100,1.7,13.1,1.1,45.8,18.4,13.1,12.6,25.5,2.4,3.6,4.6,0.2,80.5,78.4,19.5,21.6,181,8.0,21.0,,34.0,34.0,36.0,34.0,28.0,23.0,9.0,13.0,5.0,122,126,29.2,19.9,38.6,29.9,27.0,18.9,35.3,26.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140826,2014-08-26,20601,CBT,0,20,941955,5706,105826,12499,407777,153167,110650,126405,237812,69187,22680,44666,4202,759106,738009,182849,203946,71425.0,-9175.0,-8074.0,3212.0,9084.0,-6917.0,-3204.0,16551.0,15508.0,48046.0,-8640.0,4190.0,2834.0,58708.0,55595.0,12717.0,15830.0,100,0.6,11.2,1.3,43.3,16.3,11.7,13.4,25.2,7.3,2.4,4.7,0.4,80.6,78.3,19.4,21.7,174,4.0,17.0,6.0,35.0,31.0,35.0,39.0,26.0,25.0,9.0,12.0,7.0,124,123,29.3,21.9,38.3,32.2,25.9,18.2,33.4,25.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140902,2014-09-02,20601,CBT,0,20,917199,5073,90546,11247,390821,160899,110263,122031,231162,87096,19382,45744,786,746699,737743,170500,179456,-24756.0,-633.0,-15280.0,-1252.0,-16956.0,7732.0,-387.0,-4374.0,-6650.0,17909.0,-3298.0,1078.0,-3416.0,-12407.0,-266.0,-12349.0,-24490.0,100,0.6,9.9,1.2,42.6,17.5,12.0,13.3,25.2,9.5,2.1,5.0,0.1,81.4,80.4,18.6,19.6,175,7.0,15.0,7.0,36.0,36.0,37.0,33.0,26.0,24.0,6.0,15.0,4.0,121,126,29.4,22.3,39.0,32.8,26.2,18.6,33.6,26.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140909,2014-09-09,20601,CBT,0,20,853756,9659,86104,9228,353141,154910,133576,122674,198733,32731,19084,60021,1090,681183,676393,172573,177363,-63443.0,4586.0,-4442.0,-2019.0,-37680.0,-5989.0,23313.0,643.0,-32429.0,-54365.0,-298.0,14277.0,304.0,-65516.0,-61350.0,2073.0,-2093.0,100,1.1,10.1,1.1,41.4,18.1,15.6,14.4,23.3,3.8,2.2,7.0,0.1,79.8,79.2,20.2,20.8,178,9.0,17.0,7.0,34.0,36.0,38.0,32.0,27.0,19.0,6.0,16.0,4.0,119,127,28.6,19.7,38.7,30.8,27.4,17.7,34.6,26.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140916,2014-09-16,20601,CBT,0,20,840414,17355,88784,12353,343289,143294,141725,126451,195528,18949,25453,69676,1098,686673,671407,153741,169007,-13342.0,7696.0,2680.0,3125.0,-9852.0,-11616.0,8149.0,3777.0,-3205.0,-13782.0,6369.0,9655.0,8.0,5490.0,-4986.0,-18832.0,-8356.0,100,2.1,10.6,1.5,40.8,17.1,16.9,15.0,23.3,2.3,3.0,8.3,0.1,81.7,79.9,18.3,20.1,179,10.0,15.0,6.0,36.0,35.0,41.0,29.0,29.0,16.0,8.0,17.0,5.0,120,127,27.1,19.3,37.8,30.9,25.9,18.6,33.3,26.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140923,2014-09-23,20601,CBT,0,20,856264,14808,82713,13223,352581,177340,137525,137186,186492,21893,22051,72062,637,699904,691885,156360,164379,15850.0,-2547.0,-6071.0,870.0,9292.0,34046.0,-4200.0,10735.0,-9036.0,2944.0,-3402.0,2386.0,-461.0,13231.0,20478.0,2619.0,-4628.0,100,1.7,9.7,1.5,41.2,20.7,16.1,16.0,21.8,2.6,2.6,8.4,0.1,81.7,80.8,18.3,19.2,184,10.0,16.0,4.0,34.0,38.0,39.0,34.0,29.0,15.0,8.0,15.0,,121,123,26.9,22.5,37.4,33.1,26.0,19.8,33.6,27.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,140930,2014-09-30,20601,CBT,0,20,869246,6838,67537,7418,383704,193676,136911,132357,209503,18864,21766,63605,3317,711175,700831,158071,168415,12982.0,-7970.0,-15176.0,-5805.0,31123.0,16336.0,-614.0,-4829.0,23011.0,-3029.0,-285.0,-8457.0,2680.0,11271.0,8946.0,1711.0,4036.0,100,0.8,7.8,0.9,44.1,22.3,15.8,15.2,24.1,2.2,2.5,7.3,0.4,81.8,80.6,18.2,19.4,180,5.0,16.0,,33.0,40.0,43.0,34.0,30.0,17.0,9.0,13.0,4.0,117,129,30.5,22.9,40.3,34.4,29.4,20.1,36.8,29.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141007,2014-10-07,20601,CBT,0,20,898894,11920,88402,3451,392751,187159,131342,148176,203044,15612,21589,91372,928,725769,721310,173125,177584,29648.0,5082.0,20865.0,-3967.0,9047.0,-6517.0,-5569.0,15819.0,-6459.0,-3252.0,-177.0,27767.0,-2389.0,14594.0,20479.0,15054.0,9169.0,100,1.3,9.8,0.4,43.7,20.8,14.6,16.5,22.6,1.7,2.4,10.2,0.1,80.7,80.2,19.3,19.8,184,6.0,21.0,,33.0,40.0,37.0,30.0,32.0,18.0,8.0,14.0,,108,137,32.7,19.6,42.4,32.0,31.5,18.2,38.9,26.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141014,2014-10-14,20601,CBT,0,20,901517,13007,93900,1206,406864,165085,134457,124463,201864,16324,21263,102979,9,717593,715824,183924,185693,2623.0,1087.0,5498.0,-2245.0,14113.0,-22074.0,3115.0,-23713.0,-1180.0,712.0,-326.0,11607.0,-919.0,-8176.0,-5486.0,10799.0,8109.0,100,1.4,10.4,0.1,45.1,18.3,14.9,13.8,22.4,1.8,2.4,11.4,0.0,79.6,79.4,20.4,20.6,176,6.0,19.0,,32.0,34.0,35.0,29.0,33.0,21.0,7.0,16.0,4.0,107,132,32.5,20.9,41.7,31.6,31.2,18.8,37.6,27.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141021,2014-10-21,20601,CBT,0,20,868104,14348,92569,2521,415406,160730,130624,97155,213590,13207,19944,81255,380,693585,694876,174519,173228,-33413.0,1341.0,-1331.0,1315.0,8542.0,-4355.0,-3833.0,-27308.0,11726.0,-3117.0,-1319.0,-21724.0,371.0,-24008.0,-20948.0,-9405.0,-12465.0,100,1.7,10.7,0.3,47.9,18.5,15.0,11.2,24.6,1.5,2.3,9.4,0.0,79.9,80.0,20.1,20.0,177,5.0,18.0,4.0,32.0,36.0,34.0,29.0,35.0,26.0,10.0,12.0,,109,135,35.0,19.4,44.2,31.9,33.6,19.4,39.1,28.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141028,2014-10-28,20601,CBT,0,20,851719,13427,101044,2173,419791,151195,122108,89820,215895,16053,18480,72002,30,681882,680500,169837,171219,-16385.0,-921.0,8475.0,-348.0,4385.0,-9535.0,-8516.0,-7335.0,2305.0,2846.0,-1464.0,-9253.0,-350.0,-11703.0,-14376.0,-4682.0,-2009.0,100,1.6,11.9,0.3,49.3,17.8,14.3,10.5,25.3,1.9,2.2,8.5,0.0,80.1,79.9,19.9,20.1,168,7.0,17.0,5.0,33.0,34.0,34.0,29.0,32.0,24.0,7.0,9.0,,108,125,35.6,19.1,44.6,31.5,33.1,19.1,40.1,28.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141104,2014-11-04,20601,CBT,0,20,829116,12349,107137,2563,393352,152689,122091,90530,188739,19398,21567,62509,307,662157,655433,166959,173683,-22603.0,-1078.0,6093.0,390.0,-26439.0,1494.0,-17.0,710.0,-27156.0,3345.0,3087.0,-9493.0,277.0,-19725.0,-25067.0,-2878.0,2464.0,100,1.5,12.9,0.3,47.4,18.4,14.7,10.9,22.8,2.3,2.6,7.5,0.0,79.9,79.1,20.1,20.9,168,7.0,15.0,7.0,32.0,37.0,38.0,27.0,31.0,24.0,10.0,9.0,5.0,115,127,34.1,18.3,43.4,29.1,31.4,18.3,37.8,27.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141111,2014-11-11,20601,CBT,0,20,820316,12090,121089,5577,395354,147383,117402,85018,192872,14536,19228,51445,112,649317,650416,170999,169900,-8800.0,-259.0,13952.0,3014.0,2002.0,-5306.0,-4689.0,-5512.0,4133.0,-4862.0,-2339.0,-11064.0,-195.0,-12840.0,-5017.0,4040.0,-3783.0,100,1.5,14.8,0.7,48.2,18.0,14.3,10.4,23.5,1.8,2.3,6.3,0.0,79.2,79.3,20.8,20.7,167,7.0,16.0,7.0,32.0,35.0,39.0,27.0,31.0,23.0,9.0,10.0,,110,129,35.0,19.3,43.9,30.8,32.3,19.3,38.3,28.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141118,2014-11-18,20601,CBT,0,20,819445,12021,131491,5811,383374,148607,115238,95084,196438,15745,23125,39851,208,650606,653389,168839,166056,-871.0,-69.0,10402.0,234.0,-11980.0,1224.0,-2164.0,10066.0,3566.0,1209.0,3897.0,-11594.0,96.0,1289.0,2973.0,-2160.0,-3844.0,100,1.5,16.0,0.7,46.8,18.1,14.1,11.6,24.0,1.9,2.8,4.9,0.0,79.4,79.7,20.6,20.3,170,7.0,15.0,7.0,35.0,34.0,37.0,29.0,30.0,20.0,10.0,10.0,4.0,114,124,33.3,19.8,42.3,31.3,29.7,19.6,35.7,28.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141125,2014-11-25,20601,CBT,0,20,990473,6970,129496,14677,375780,148405,131404,114849,218113,90765,23949,34809,1366,759760,769035,230713,221438,171028.0,-5051.0,-1995.0,8866.0,-7594.0,-202.0,16166.0,19765.0,21675.0,75020.0,824.0,-5042.0,1158.0,109154.0,115646.0,61874.0,55382.0,100,0.7,13.1,1.5,37.9,15.0,13.3,11.6,22.0,9.2,2.4,3.5,0.1,76.7,77.6,23.3,22.4,157,,14.0,5.0,33.0,29.0,33.0,35.0,25.0,27.0,7.0,10.0,,115,110,26.5,19.3,35.9,30.8,23.1,16.7,28.5,24.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141202,2014-12-02,20601,CBT,0,20,880794,7044,121938,5086,376406,150094,112068,122488,224394,57497,22027,37794,826,703442,709697,177352,171097,-109679.0,74.0,-7558.0,-9591.0,626.0,1689.0,-19336.0,7639.0,6281.0,-33268.0,-1922.0,2985.0,-540.0,-56318.0,-59338.0,-53361.0,-50341.0,100,0.8,13.8,0.6,42.7,17.0,12.7,13.9,25.5,6.5,2.5,4.3,0.1,79.9,80.6,20.1,19.4,161,4.0,16.0,5.0,36.0,31.0,35.0,30.0,23.0,22.0,7.0,13.0,,112,114,27.9,22.5,37.4,34.1,25.9,19.9,33.1,28.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141209,2014-12-09,20601,CBT,0,20,890464,11719,121741,9054,422651,160897,111629,108469,247952,29502,23958,36605,1099,718081,718479,172383,171985,9670.0,4675.0,-197.0,3968.0,46245.0,10803.0,-439.0,-14019.0,23558.0,-27995.0,1931.0,-1189.0,273.0,14639.0,8782.0,-4969.0,888.0,100,1.3,13.7,1.0,47.5,18.1,12.5,12.2,27.8,3.3,2.7,4.1,0.1,80.6,80.7,19.4,19.3,162,6.0,18.0,4.0,36.0,30.0,38.0,27.0,25.0,19.0,8.0,12.0,,108,118,33.3,24.9,41.8,36.2,31.4,22.4,37.7,31.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141216,2014-12-16,20601,CBT,0,20,899485,19739,98538,4700,445315,166849,109616,100186,285810,27480,18664,42938,1629,727329,737560,172156,161925,9021.0,8020.0,-23203.0,-4354.0,22664.0,5952.0,-2013.0,-8283.0,37858.0,-2022.0,-5294.0,6333.0,530.0,9248.0,19081.0,-227.0,-10060.0,100,2.2,11.0,0.5,49.5,18.5,12.2,11.1,31.8,3.1,2.1,4.8,0.2,80.9,82.0,19.1,18.0,171,5.0,14.0,,37.0,32.0,36.0,29.0,31.0,18.0,6.0,17.0,5.0,111,121,34.5,26.2,43.2,34.6,32.5,23.3,38.6,30.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141223,2014-12-23,20601,CBT,0,20,882972,20799,106865,5005,445655,163308,122800,85843,268232,20790,19501,39227,2014,722407,728241,160565,154731,-16513.0,1060.0,8327.0,305.0,340.0,-3541.0,13184.0,-14343.0,-17578.0,-6690.0,837.0,-3711.0,385.0,-4922.0,-9319.0,-11591.0,-7194.0,100,2.4,12.1,0.6,50.5,18.5,13.9,9.7,30.4,2.4,2.2,4.4,0.2,81.8,82.5,18.2,17.5,172,5.0,16.0,,38.0,32.0,37.0,29.0,32.0,20.0,7.0,13.0,4.0,110,125,36.8,25.5,46.0,33.8,34.4,22.7,39.8,30.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,141230,2014-12-30,20601,CBT,0,20,877411,19846,109015,3290,442589,168917,118339,88612,264898,17553,15967,38046,1918,708114,721976,169297,155435,-5561.0,-953.0,2150.0,-1715.0,-3066.0,5609.0,-4461.0,2769.0,-3334.0,-3237.0,-3534.0,-1181.0,-96.0,-14293.0,-6265.0,8732.0,704.0,100,2.3,12.4,0.4,50.4,19.3,13.5,10.1,30.2,2.0,1.8,4.3,0.2,80.7,82.3,19.3,17.7,161,5.0,15.0,,38.0,31.0,36.0,26.0,29.0,18.0,5.0,12.0,,100,120,37.2,26.2,45.8,34.8,34.8,23.8,40.6,31.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150106,2015-01-06,20601,CBT,0,20,883840,24847,85879,7108,448527,177266,120189,62077,274389,19871,22347,34659,4267,709233,723628,174607,160212,6429.0,5001.0,-23136.0,3818.0,5938.0,8349.0,1850.0,-26535.0,9491.0,2318.0,6380.0,-3387.0,2349.0,1119.0,1652.0,5310.0,4777.0,100,2.8,9.7,0.8,50.7,20.1,13.6,7.0,31.0,2.2,2.5,3.9,0.5,80.2,81.9,19.8,18.1,166,6.0,14.0,,40.0,31.0,36.0,22.0,30.0,18.0,8.0,15.0,4.0,101,126,35.5,26.0,43.7,34.6,32.8,23.6,38.4,30.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150113,2015-01-13,20601,CBT,0,20,844292,25234,86243,7273,402057,194127,122887,67448,217919,23641,22822,31598,1333,672695,685021,171597,159271,-39548.0,387.0,364.0,165.0,-46470.0,16861.0,2698.0,5371.0,-56470.0,3770.0,475.0,-3061.0,-2934.0,-36538.0,-38607.0,-3010.0,-941.0,100,3.0,10.2,0.9,47.6,23.0,14.6,8.0,25.8,2.8,2.7,3.7,0.2,79.7,81.1,20.3,18.9,176,7.0,15.0,,38.0,32.0,36.0,25.0,36.0,18.0,9.0,14.0,,105,130,33.0,21.9,41.5,33.0,30.2,18.9,35.4,27.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150120,2015-01-20,20601,CBT,0,20,820884,21372,97457,2408,395588,187887,118001,75887,193542,19849,17027,34508,3298,653430,656950,167454,163934,-23408.0,-3862.0,11214.0,-4865.0,-6469.0,-6240.0,-4886.0,8439.0,-24377.0,-3792.0,-5795.0,2910.0,1965.0,-19265.0,-28071.0,-4143.0,4663.0,100,2.6,11.9,0.3,48.2,22.9,14.4,9.2,23.6,2.4,2.1,4.2,0.4,79.6,80.0,20.4,20.0,171,8.0,15.0,,38.0,29.0,37.0,23.0,35.0,18.0,8.0,15.0,4.0,101,131,32.8,20.2,41.6,31.0,30.4,17.6,36.4,26.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150127,2015-01-27,20601,CBT,0,20,787448,19896,73560,5521,360090,207049,107061,86647,173493,21501,13609,37077,811,615136,626073,172312,161375,-33436.0,-1476.0,-23897.0,3113.0,-35498.0,19162.0,-10940.0,10760.0,-20049.0,1652.0,-3418.0,2569.0,-2487.0,-38294.0,-30877.0,4858.0,-2559.0,100,2.5,9.3,0.7,45.7,26.3,13.6,11.0,22.0,2.7,1.7,4.7,0.1,78.1,79.5,21.9,20.5,158,9.0,12.0,,35.0,27.0,35.0,28.0,27.0,17.0,5.0,15.0,5.0,104,114,30.7,23.7,40.0,33.6,28.6,20.8,35.0,29.5,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150203,2015-02-03,20601,CBT,0,20,705394,14871,68663,4970,309447,186519,100836,73895,125046,22479,15089,37234,91,541678,545838,163716,159556,-82054.0,-5025.0,-4897.0,-551.0,-50643.0,-20530.0,-6225.0,-12752.0,-48447.0,978.0,1480.0,157.0,-720.0,-73458.0,-80235.0,-8596.0,-1819.0,100,2.1,9.7,0.7,43.9,26.4,14.3,10.5,17.7,3.2,2.1,5.3,0.0,76.8,77.4,23.2,22.6,157,8.0,14.0,7.0,39.0,25.0,35.0,24.0,26.0,23.0,7.0,14.0,,106,119,28.1,19.3,36.8,29.7,25.0,16.7,32.2,26.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150210,2015-02-10,20601,CBT,0,20,694598,13679,78927,5836,268706,164459,111831,88790,118936,23991,19741,37298,591,533165,541869,161433,152729,-10796.0,-1192.0,10264.0,866.0,-40741.0,-22060.0,10995.0,14895.0,-6110.0,1512.0,4652.0,64.0,500.0,-8513.0,-3969.0,-2283.0,-6827.0,100,2.0,11.4,0.8,38.7,23.7,16.1,12.8,17.1,3.5,2.8,5.4,0.1,76.8,78.0,23.2,22.0,164,8.0,13.0,6.0,33.0,35.0,37.0,26.0,25.0,20.0,11.0,13.0,4.0,113,118,26.7,15.1,36.9,26.8,23.8,12.5,31.4,22.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150217,2015-02-17,20601,CBT,0,20,679905,17430,81116,4108,251666,168510,105333,97497,99731,27276,20407,39302,880,524597,526256,155308,153649,-14693.0,3751.0,2189.0,-1728.0,-17040.0,4051.0,-6498.0,8707.0,-19205.0,3285.0,666.0,2004.0,289.0,-8568.0,-15613.0,-6125.0,920.0,100,2.6,11.9,0.6,37.0,24.8,15.5,14.3,14.7,4.0,3.0,5.8,0.1,77.2,77.4,22.8,22.6,165,6.0,13.0,5.0,32.0,36.0,37.0,32.0,25.0,23.0,9.0,12.0,4.0,115,119,26.0,15.7,35.0,26.1,22.5,12.1,29.9,20.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150224,2015-02-24,20601,CBT,0,20,590614,9195,71240,4572,173014,126430,94793,90663,50278,31379,12731,32610,701,417048,412003,173566,178611,-89291.0,-8235.0,-9876.0,464.0,-78652.0,-42080.0,-10540.0,-6834.0,-49453.0,4103.0,-7676.0,-6692.0,-179.0,-107549.0,-114253.0,18258.0,24962.0,100,1.6,12.1,0.8,29.3,21.4,16.0,15.4,8.5,5.3,2.2,5.5,0.1,70.6,69.8,29.4,30.2,126,,9.0,,26.0,29.0,33.0,23.0,21.0,19.0,4.0,11.0,,80,102,21.9,15.2,32.5,24.7,18.7,12.6,25.5,18.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150303,2015-03-03,20601,CBT,0,20,426420,7870,49720,5536,120734,72706,55872,69058,60883,25243,6478,16826,901,291692,287687,134728,138733,-164194.0,-1325.0,-21520.0,964.0,-52280.0,-53724.0,-38921.0,-21605.0,10605.0,-6136.0,-6253.0,-15784.0,200.0,-125356.0,-124316.0,-38838.0,-39878.0,100,1.8,11.7,1.3,28.3,17.1,13.1,16.2,14.3,5.9,1.5,3.9,0.2,68.4,67.5,31.6,32.5,111,,9.0,5.0,23.0,21.0,23.0,17.0,27.0,23.0,5.0,7.0,,73,91,18.5,16.6,29.7,26.4,16.5,12.7,23.6,20.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,150310,2015-03-10,20601,CBT,0,20,403170,2815,52933,3861,127077,67354,53966,58796,49457,12448,6756,14200,1094,266813,255313,136357,147857,-23250.0,-5055.0,3213.0,-1675.0,6343.0,-5352.0,-1906.0,-10262.0,-11426.0,-12795.0,278.0,-2626.0,193.0,-24879.0,-32374.0,1629.0,9124.0,100,0.7,13.1,1.0,31.5,16.7,13.4,14.6,12.3,3.1,1.7,3.5,0.3,66.2,63.3,33.8,36.7,113,4.0,10.0,6.0,25.0,19.0,21.0,25.0,18.0,19.0,5.0,7.0,,76,86,18.6,17.0,29.0,25.8,14.8,13.7,21.2,20.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly
