Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131022,2013-10-22,98662,ICUS,1,98,54206,10797,9624,793,4581,5819,274,20755,30961,1136,9143,2626,0,47479,51233,6727,2973,3989.0,-117.0,0.0,0.0,-548.0,653.0,6.0,4076.0,2444.0,153.0,994.0,662.0,0.0,4564.0,3918.0,-575.0,71.0,100,19.9,17.8,1.5,8.5,10.7,0.5,38.3,57.1,2.1,16.9,4.8,0.0,87.6,94.5,12.4,5.5,146,6.0,,,6.0,6.0,,27.0,35.0,9.0,50.0,14.0,0.0,94,64,37.2,43.2,51.5,64.7,35.8,42.3,50.0,63.7,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131029,2013-10-29,98662,ICUS,1,98,51946,10689,9018,793,4648,6018,263,18488,29771,954,9017,2013,0,44852,48830,7094,3116,-2260.0,-108.0,-606.0,0.0,67.0,199.0,-11.0,-2267.0,-1190.0,-182.0,-126.0,-613.0,0.0,-2627.0,-2403.0,367.0,143.0,100,20.6,17.4,1.5,8.9,11.6,0.5,35.6,57.3,1.8,17.4,3.9,0.0,86.3,94.0,13.7,6.0,138,6.0,,,7.0,6.0,,24.0,35.0,8.0,45.0,14.0,0.0,88,61,38.0,45.3,49.9,67.3,36.5,44.3,48.4,66.3,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131105,2013-11-05,98662,ICUS,1,98,43806,10917,9768,793,5264,3402,292,10686,25383,871,8841,808,0,37664,41317,6142,2489,-8140.0,228.0,750.0,0.0,616.0,-2616.0,29.0,-7802.0,-4388.0,-83.0,-176.0,-1205.0,0.0,-7188.0,-7513.0,-952.0,-627.0,100,24.9,22.3,1.8,12.0,7.8,0.7,24.4,57.9,2.0,20.2,1.8,0.0,86.0,94.3,14.0,5.7,123,8.0,,,6.0,7.0,,22.0,25.0,7.0,47.0,6.0,0.0,87,46,38.5,47.6,51.3,67.3,36.7,46.2,49.5,65.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131112,2013-11-12,98662,ICUS,1,98,41351,10703,9518,793,5404,2237,339,7420,25214,1167,8866,332,1,34693,39601,6658,1750,-2455.0,-214.0,-250.0,0.0,140.0,-1165.0,47.0,-3266.0,-169.0,296.0,25.0,-476.0,1.0,-2971.0,-1716.0,516.0,-739.0,100,25.9,23.0,1.9,13.1,5.4,0.8,17.9,61.0,2.8,21.4,0.8,0.0,83.9,95.8,16.1,4.2,115,8.0,,,6.0,6.0,,21.0,22.0,8.0,47.0,,,89,38,37.2,58.4,46.5,76.9,35.3,57.2,44.6,75.7,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131119,2013-11-19,98662,ICUS,1,98,43239,10355,9518,793,5228,2021,473,10374,26797,1321,8421,735,0,36965,41658,6274,1581,1888.0,-348.0,0.0,0.0,-176.0,-216.0,134.0,2954.0,1583.0,154.0,-445.0,403.0,-1.0,2272.0,2057.0,-384.0,-169.0,100,23.9,22.0,1.8,12.1,4.7,1.1,24.0,62.0,3.1,19.5,1.7,0.0,85.5,96.3,14.5,3.7,114,7.0,,,7.0,5.0,,24.0,20.0,9.0,43.0,6.0,0.0,87,39,35.3,61.8,46.3,78.4,33.4,60.6,44.5,77.3,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131126,2013-11-26,98662,ICUS,1,98,42877,9735,9518,801,5516,1779,471,9121,26431,1372,9411,1014,0,36427,41386,6450,1491,-362.0,-620.0,0.0,8.0,288.0,-242.0,-2.0,-1253.0,-366.0,51.0,990.0,279.0,0.0,-538.0,-272.0,176.0,-90.0,100,22.7,22.2,1.9,12.9,4.1,1.1,21.3,61.6,3.2,21.9,2.4,0.0,85.0,96.5,15.0,3.5,109,7.0,,,8.0,4.0,,24.0,19.0,9.0,40.0,5.0,0.0,84,38,35.4,69.1,46.9,83.3,33.5,67.9,45.1,82.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131203,2013-12-03,98662,ICUS,1,98,46173,9864,9618,812,5265,2062,467,11097,28678,1894,9676,1024,0,39075,44555,7098,1618,3296.0,129.0,100.0,11.0,-251.0,283.0,-4.0,1976.0,2247.0,522.0,265.0,10.0,0.0,2648.0,3169.0,648.0,127.0,100,21.4,20.8,1.8,11.4,4.5,1.0,24.0,62.1,4.1,21.0,2.2,0.0,84.6,96.5,15.4,3.5,118,7.0,,,9.0,4.0,,23.0,22.0,10.0,45.0,5.0,0.0,91,41,35.1,67.2,48.7,80.8,33.4,66.1,46.3,79.5,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131210,2013-12-10,98662,ICUS,1,98,49070,9802,9857,860,4966,2178,471,16486,30078,1931,8471,1350,3,42990,46728,6080,2342,2897.0,-62.0,239.0,48.0,-299.0,116.0,4.0,5389.0,1400.0,37.0,-1205.0,326.0,3.0,3915.0,2173.0,-1018.0,724.0,100,20.0,20.1,1.8,10.1,4.4,1.0,33.6,61.3,3.9,17.3,2.8,0.0,87.6,95.2,12.4,4.8,131,7.0,,,8.0,5.0,,19.0,29.0,12.0,53.0,5.0,,94,54,40.1,57.0,57.6,72.0,37.5,56.0,54.7,70.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131217,2013-12-17,98662,ICUS,1,98,39322,9863,2155,819,5500,2802,541,7509,28855,711,8379,888,0,33322,36771,6000,2551,-9748.0,61.0,-7702.0,-41.0,534.0,624.0,70.0,-8977.0,-1223.0,-1220.0,-92.0,-462.0,-3.0,-9668.0,-9957.0,-80.0,209.0,100,25.1,5.5,2.1,14.0,7.1,1.4,19.1,73.4,1.8,21.3,2.3,0.0,84.7,93.5,15.3,6.5,120,8.0,,,10.0,5.0,,19.0,26.0,,44.0,6.0,0.0,84,42,41.0,58.0,50.4,71.2,38.9,56.7,48.3,69.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131224,2013-12-24,98662,ICUS,1,98,43607,10978,2512,819,5900,2793,504,5963,32873,964,11547,527,0,36675,40992,6932,2615,4285.0,1115.0,357.0,0.0,400.0,-9.0,-37.0,-1546.0,4018.0,253.0,3168.0,-361.0,0.0,3353.0,4221.0,932.0,64.0,100,25.2,5.8,1.9,13.5,6.4,1.2,13.7,75.4,2.2,26.5,1.2,0.0,84.1,94.0,15.9,6.0,128,7.0,,,11.0,5.0,,18.0,30.0,7.0,51.0,4.0,0.0,93,45,43.5,44.6,52.2,64.1,41.6,43.4,50.3,62.4,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,131231,2013-12-31,98662,ICUS,1,98,43644,9563,2518,819,5932,4013,464,7916,30588,958,11544,1803,0,37196,41163,6448,2481,37.0,-1415.0,6.0,0.0,32.0,1220.0,-40.0,1953.0,-2285.0,-6.0,-3.0,1276.0,0.0,521.0,171.0,-484.0,-134.0,100,21.9,5.8,1.9,13.6,9.2,1.1,18.1,70.1,2.2,26.5,4.1,0.0,85.2,94.3,14.8,5.7,138,7.0,,,11.0,5.0,,23.0,29.0,7.0,54.0,7.0,0.0,100,48,40.1,44.0,49.5,61.0,38.2,42.8,47.7,59.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140107,2014-01-07,98662,ICUS,1,98,46642,9579,4883,819,5831,2947,552,7145,34211,925,13214,214,0,38065,44551,8577,2091,2998.0,16.0,2365.0,0.0,-101.0,-1066.0,88.0,-771.0,3623.0,-33.0,1670.0,-1589.0,0.0,869.0,3388.0,2129.0,-390.0,100,20.5,10.5,1.8,12.5,6.3,1.2,15.3,73.3,2.0,28.3,0.5,0.0,81.6,95.5,18.4,4.5,133,7.0,,,10.0,5.0,,25.0,24.0,8.0,59.0,,0.0,106,38,37.5,37.7,45.7,64.6,35.8,37.6,43.9,63.0,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140114,2014-01-14,98662,ICUS,1,98,42927,9949,7970,819,6150,1116,550,8030,29134,948,9120,367,0,35566,40904,7361,2023,-3715.0,370.0,3087.0,0.0,319.0,-1831.0,-2.0,885.0,-5077.0,23.0,-4094.0,153.0,0.0,-2499.0,-3647.0,-1216.0,-68.0,100,23.2,18.6,1.9,14.3,2.6,1.3,18.7,67.9,2.2,21.2,0.9,0.0,82.9,95.3,17.1,4.7,131,7.0,,,9.0,4.0,,23.0,25.0,8.0,58.0,,0.0,102,40,36.2,50.0,44.8,72.2,34.3,50.0,42.9,70.5,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140121,2014-01-21,98662,ICUS,1,98,49768,10075,8376,751,8405,848,614,10304,36009,1117,9629,687,0,40895,48402,8873,1366,6841.0,126.0,406.0,-68.0,2255.0,-268.0,64.0,2274.0,6875.0,169.0,509.0,320.0,0.0,5329.0,7498.0,1512.0,-657.0,100,20.2,16.8,1.5,16.9,1.7,1.2,20.7,72.4,2.2,19.3,1.4,0.0,82.2,97.3,17.8,2.7,145,8.0,,,10.0,4.0,,34.0,21.0,6.0,62.0,4.0,0.0,119,35,34.9,47.3,43.0,75.6,33.4,47.3,41.5,74.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140128,2014-01-28,98662,ICUS,1,98,48844,10069,7920,751,7936,619,552,8854,35067,1315,10832,553,0,40309,46777,8535,2067,-924.0,-6.0,-456.0,0.0,-469.0,-229.0,-62.0,-1450.0,-942.0,198.0,1203.0,-134.0,0.0,-586.0,-1625.0,-338.0,701.0,100,20.6,16.2,1.5,16.2,1.3,1.1,18.1,71.8,2.7,22.2,1.1,0.0,82.5,95.8,17.5,4.2,144,7.0,,,10.0,4.0,,21.0,32.0,6.0,63.0,5.0,0.0,106,47,36.4,47.5,47.6,69.4,34.9,47.5,46.0,68.4,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140204,2014-02-04,98662,ICUS,1,98,47614,10077,7831,751,9916,529,421,7584,35647,704,9972,366,0,39425,46249,8189,1365,-1230.0,8.0,-89.0,0.0,1980.0,-90.0,-131.0,-1270.0,580.0,-611.0,-860.0,-187.0,0.0,-884.0,-528.0,-346.0,-702.0,100,21.2,16.4,1.6,20.8,1.1,0.9,15.9,74.9,1.5,20.9,0.8,0.0,82.8,97.1,17.2,2.9,145,7.0,,,12.0,4.0,,30.0,23.0,7.0,63.0,4.0,0.0,116,39,35.6,54.7,43.4,77.4,33.9,54.7,41.6,77.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140211,2014-02-11,98662,ICUS,1,98,47189,10612,7668,751,8950,492,416,6847,34409,872,10015,588,0,38463,45196,8726,1993,-425.0,535.0,-163.0,0.0,-966.0,-37.0,-5.0,-737.0,-1238.0,168.0,43.0,222.0,0.0,-962.0,-1053.0,537.0,628.0,100,22.5,16.2,1.6,19.0,1.0,0.9,14.5,72.9,1.8,21.2,1.2,0.0,81.5,95.8,18.5,4.2,142,7.0,,,11.0,,,24.0,30.0,7.0,59.0,6.0,0.0,106,46,35.6,55.5,43.4,76.7,33.9,55.5,41.7,75.5,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140218,2014-02-18,98662,ICUS,1,98,49629,10303,7993,751,6704,3291,397,7694,31552,1546,12876,1635,8,40279,47173,9350,2456,2440.0,-309.0,325.0,0.0,-2246.0,2799.0,-19.0,847.0,-2857.0,674.0,2861.0,1047.0,8.0,1816.0,1977.0,624.0,463.0,100,20.8,16.1,1.5,13.5,6.6,0.8,15.5,63.6,3.1,25.9,3.3,0.0,81.2,95.1,18.8,4.9,158,6.0,4.0,,9.0,5.0,,19.0,34.0,7.0,70.0,10.0,,108,61,32.7,42.3,41.0,61.6,31.0,42.3,39.3,61.2,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140225,2014-02-25,98662,ICUS,1,98,49811,10094,7709,751,6723,4703,389,7091,30940,1707,14200,1374,10,40965,47583,8846,2228,182.0,-209.0,-284.0,0.0,19.0,1412.0,-8.0,-603.0,-612.0,161.0,1324.0,-261.0,2.0,686.0,410.0,-504.0,-228.0,100,20.3,15.5,1.5,13.5,9.4,0.8,14.2,62.1,3.4,28.5,2.8,0.0,82.2,95.5,17.8,4.5,155,6.0,,,9.0,5.0,,20.0,28.0,10.0,72.0,10.0,,114,55,32.7,48.5,40.1,71.0,31.1,48.5,38.5,70.0,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140304,2014-03-04,98662,ICUS,1,98,52552,10130,7740,751,6453,6086,158,13139,31032,2863,10544,1532,4,44042,50166,8510,2386,2741.0,36.0,31.0,0.0,-270.0,1383.0,-231.0,6048.0,92.0,1156.0,-3656.0,158.0,-6.0,3077.0,2583.0,-336.0,158.0,100,19.3,14.7,1.4,12.3,11.6,0.3,25.0,59.1,5.4,20.1,2.9,0.0,83.8,95.5,16.2,4.5,149,6.0,,,9.0,6.0,,20.0,31.0,11.0,63.0,10.0,,103,60,33.2,45.5,44.6,65.4,31.8,45.5,41.8,63.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140311,2014-03-11,98662,ICUS,1,98,58004,9922,7755,971,6475,6555,246,17742,35559,1972,12386,1856,3,49717,54917,8287,3087,5452.0,-208.0,15.0,220.0,22.0,469.0,88.0,4603.0,4527.0,-891.0,1842.0,324.0,-1.0,5675.0,4751.0,-223.0,701.0,100,17.1,13.4,1.7,11.2,11.3,0.4,30.6,61.3,3.4,21.4,3.2,0.0,85.7,94.7,14.3,5.3,156,6.0,,,9.0,6.0,,18.0,32.0,9.0,69.0,9.0,,109,60,35.3,46.8,48.5,67.3,34.0,45.9,47.0,65.4,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140318,2014-03-18,98662,ICUS,1,98,51698,13122,153,767,7091,6675,242,8383,36836,2256,11753,1836,0,43614,48765,8084,2933,-6306.0,3200.0,-7602.0,-204.0,616.0,120.0,-4.0,-9359.0,1277.0,284.0,-633.0,-20.0,-3.0,-6103.0,-6152.0,-203.0,-154.0,100,25.4,0.3,1.5,13.7,12.9,0.5,16.2,71.3,4.4,22.7,3.6,0.0,84.4,94.3,15.6,5.7,159,7.0,,,9.0,6.0,,20.0,34.0,6.0,70.0,11.0,0.0,109,58,32.5,45.4,42.3,64.2,30.9,43.4,40.4,60.6,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140325,2014-03-25,98662,ICUS,1,98,50393,12455,526,767,7830,5575,153,5122,37812,2148,13801,1068,0,42276,48049,8117,2344,-1305.0,-667.0,373.0,0.0,739.0,-1100.0,-89.0,-3261.0,976.0,-108.0,2048.0,-768.0,0.0,-1338.0,-716.0,33.0,-589.0,100,24.7,1.0,1.5,15.5,11.1,0.3,10.2,75.0,4.3,27.4,2.1,0.0,83.9,95.3,16.1,4.7,142,7.0,,,10.0,6.0,,19.0,35.0,10.0,57.0,6.0,0.0,100,54,35.9,38.0,46.8,59.2,34.4,36.1,44.9,55.8,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140401,2014-04-01,98662,ICUS,1,98,52151,12457,809,767,8082,4649,150,5793,40036,2457,14081,1305,30,43817,50203,8334,1948,1758.0,2.0,283.0,0.0,252.0,-926.0,-3.0,671.0,2224.0,309.0,280.0,237.0,30.0,1541.0,2154.0,217.0,-396.0,100,23.9,1.6,1.5,15.5,8.9,0.3,11.1,76.8,4.7,27.0,2.5,0.1,84.0,96.3,16.0,3.7,147,7.0,,,10.0,6.0,,18.0,35.0,8.0,61.0,8.0,,101,57,34.7,36.4,46.0,55.1,33.2,33.9,43.5,51.7,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140408,2014-04-08,98662,ICUS,1,98,50988,9782,8654,987,7405,3638,145,5741,31729,3075,14902,801,0,42037,49029,8951,1959,-1163.0,-2675.0,7845.0,220.0,-677.0,-1011.0,-5.0,-52.0,-8307.0,618.0,821.0,-504.0,-30.0,-1780.0,-1174.0,617.0,11.0,100,19.2,17.0,1.9,14.5,7.1,0.3,11.3,62.2,6.0,29.2,1.6,0.0,82.4,96.2,17.6,3.8,144,7.0,,,10.0,6.0,,18.0,31.0,8.0,65.0,5.0,0.0,104,51,33.3,44.5,43.0,62.7,31.8,41.3,40.4,59.4,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140415,2014-04-15,98662,ICUS,1,98,52388,9851,7765,987,7362,4635,143,12540,32936,1573,11801,1513,0,44257,49552,8131,2836,1400.0,69.0,-889.0,0.0,-43.0,997.0,-2.0,6799.0,1207.0,-1502.0,-3101.0,712.0,0.0,2220.0,523.0,-820.0,877.0,100,18.8,14.8,1.9,14.1,8.8,0.3,23.9,62.9,3.0,22.5,2.9,0.0,84.5,94.6,15.5,5.4,154,6.0,,,9.0,6.0,,25.0,29.0,7.0,69.0,7.0,0.0,112,52,31.2,49.9,41.3,71.4,29.6,49.0,39.8,69.3,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140422,2014-04-22,98662,ICUS,1,98,50260,9851,7747,987,7662,4467,223,9340,31333,1767,11643,1386,0,41473,47910,8787,2350,-2128.0,0.0,-18.0,0.0,300.0,-168.0,80.0,-3200.0,-1603.0,194.0,-158.0,-127.0,0.0,-2784.0,-1642.0,656.0,-486.0,100,19.6,15.4,2.0,15.2,8.9,0.4,18.6,62.3,3.5,23.2,2.8,0.0,82.5,95.3,17.5,4.7,146,6.0,,,10.0,5.0,,22.0,28.0,9.0,68.0,4.0,0.0,111,47,29.9,49.3,38.5,70.5,28.3,48.0,37.0,68.2,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140429,2014-04-29,98662,ICUS,1,98,52985,9851,7696,987,7907,4278,185,9297,34057,1950,14107,1485,0,44284,50638,8701,2347,2725.0,0.0,-51.0,0.0,245.0,-189.0,-38.0,-43.0,2724.0,183.0,2464.0,99.0,0.0,2811.0,2728.0,-86.0,-3.0,100,18.6,14.5,1.9,14.9,8.1,0.3,17.5,64.3,3.7,26.6,2.8,0.0,83.6,95.6,16.4,4.4,146,6.0,,,10.0,5.0,,21.0,29.0,8.0,70.0,,0.0,112,45,29.9,46.8,39.4,67.8,28.5,45.8,38.0,66.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140506,2014-05-06,98662,ICUS,1,98,59850,9862,6647,917,6537,4580,390,13211,38657,3340,15619,2357,0,49876,56888,9974,2962,6865.0,11.0,-1049.0,-70.0,-1370.0,302.0,205.0,3914.0,4600.0,1390.0,1512.0,872.0,0.0,5592.0,6250.0,1273.0,615.0,100,16.5,11.1,1.5,10.9,7.7,0.7,22.1,64.6,5.6,26.1,3.9,0.0,83.3,95.1,16.7,4.9,156,6.0,,,8.0,6.0,,21.0,33.0,9.0,72.0,8.0,0.0,111,57,28.0,46.2,39.8,64.0,26.7,44.8,37.8,62.6,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140513,2014-05-13,98662,ICUS,1,98,50532,10389,6506,917,6269,2389,369,8386,33234,2593,13387,1201,1,42311,47210,8221,3322,-9318.0,527.0,-141.0,0.0,-268.0,-2191.0,-21.0,-4825.0,-5423.0,-747.0,-2232.0,-1156.0,1.0,-7565.0,-9678.0,-1753.0,360.0,100,20.6,12.9,1.8,12.4,4.7,0.7,16.6,65.8,5.1,26.5,2.4,0.0,83.7,93.4,16.3,6.6,136,7.0,,,9.0,6.0,,20.0,24.0,10.0,59.0,8.0,,102,49,29.8,50.4,39.7,69.3,28.4,48.2,38.3,65.6,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140520,2014-05-20,98662,ICUS,1,98,47494,10133,6812,931,6468,1782,367,6743,32372,2190,13045,678,0,39877,45132,7617,2362,-3038.0,-256.0,306.0,14.0,199.0,-607.0,-2.0,-1643.0,-862.0,-403.0,-342.0,-523.0,-1.0,-2434.0,-2078.0,-604.0,-960.0,100,21.3,14.3,2.0,13.6,3.8,0.8,14.2,68.2,4.6,27.5,1.4,0.0,84.0,95.0,16.0,5.0,136,7.0,,,11.0,5.0,,21.0,25.0,9.0,59.0,5.0,0.0,105,44,29.0,49.5,38.0,68.6,27.5,49.0,36.5,67.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140527,2014-05-27,98662,ICUS,1,98,49243,10213,7136,923,7532,1206,145,6767,34729,2314,13636,628,0,41530,47081,7713,2162,1749.0,80.0,324.0,-8.0,1064.0,-576.0,-222.0,24.0,2357.0,124.0,591.0,-50.0,0.0,1653.0,1949.0,96.0,-200.0,100,20.7,14.5,1.9,15.3,2.4,0.3,13.7,70.5,4.7,27.7,1.3,0.0,84.3,95.6,15.7,4.4,134,7.0,,,13.0,5.0,,23.0,21.0,8.0,58.0,4.0,0.0,106,40,27.8,52.5,36.6,71.3,26.4,52.1,35.2,70.8,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140603,2014-06-03,98662,ICUS,1,98,54011,10203,7413,917,9298,968,137,9758,38952,2625,12623,818,200,45761,52030,8250,1981,4768.0,-10.0,277.0,-6.0,1766.0,-238.0,-8.0,2991.0,4223.0,311.0,-1013.0,190.0,200.0,4231.0,4949.0,537.0,-181.0,100,18.9,13.7,1.7,17.2,1.8,0.3,18.1,72.1,4.9,23.4,1.5,0.4,84.7,96.3,15.3,3.7,136,7.0,,,13.0,,,26.0,22.0,11.0,56.0,6.0,,110,41,27.4,52.7,37.4,70.2,25.7,52.3,35.2,68.7,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140610,2014-06-10,98662,ICUS,1,98,53957,9837,7457,697,9880,1093,126,11554,36784,5090,9034,746,0,46218,51993,7739,1964,-54.0,-366.0,44.0,-220.0,582.0,125.0,-11.0,1796.0,-2168.0,2465.0,-3589.0,-72.0,-200.0,457.0,-37.0,-511.0,-17.0,100,18.2,13.8,1.3,18.3,2.0,0.2,21.4,68.2,9.4,16.7,1.4,0.0,85.7,96.4,14.3,3.6,127,7.0,,,15.0,,,31.0,17.0,15.0,43.0,6.0,0.0,106,38,27.9,55.8,39.5,74.0,26.2,55.0,35.8,70.4,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
U.S. DOLLAR INDEX - ICE FUTURES U.S.,140617,2014-06-17,98662,ICUS,1,98,55245,10876,29818,678,9587,1221,229,13714,20186,1384,11996,299,0,48464,53815,6781,1430,1288.0,1039.0,22361.0,-19.0,-293.0,128.0,103.0,2160.0,-16598.0,-3706.0,2962.0,-447.0,0.0,2246.0,1822.0,-958.0,-534.0,100,19.7,54.0,1.2,17.4,2.2,0.4,24.8,36.5,2.5,21.7,0.5,0.0,87.7,97.4,12.3,2.6,127,7.0,,,15.0,,,33.0,17.0,8.0,46.0,4.0,0.0,103,34,28.9,70.2,38.8,80.8,26.8,70.0,36.7,80.6,(U.S. DOLLAR INDEX X $1000),F90,FutOnly
