Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130205,2013-02-05,45601,CBT,0,45,321671,124863,122317,95499,772,2788,3639,32330,11614,38013,910,10675,6466,302492,291011,19179,30660,-44111.0,-33665.0,-32312.0,-1834.0,0.0,-194.0,78.0,-4660.0,-2353.0,-5963.0,-1808.0,-1326.0,-54.0,-47906.0,-43958.0,3795.0,-153.0,100,38.8,38.0,29.7,0.2,0.9,1.1,10.1,3.6,11.8,0.3,3.3,2.0,94.0,90.5,6.0,9.5,73,14.0,25.0,28.0,,,,11.0,11.0,19.0,,4.0,4.0,60,65,40.4,30.5,53.7,43.7,31.1,21.7,40.2,29.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130212,2013-02-12,45601,CBT,0,45,327622,124198,120644,98261,1173,2777,3639,31585,13045,45184,960,10980,5333,310333,299863,17289,27759,5951.0,-665.0,-1673.0,2762.0,401.0,-11.0,0.0,-745.0,1431.0,7171.0,50.0,305.0,-1133.0,7841.0,8852.0,-1890.0,-2901.0,100,37.9,36.8,30.0,0.4,0.8,1.1,9.6,4.0,13.8,0.3,3.4,1.6,94.7,91.5,5.3,8.5,75,14.0,25.0,27.0,,,,14.0,11.0,20.0,,4.0,4.0,60,67,41.2,29.6,54.9,42.1,32.0,21.7,40.5,29.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130219,2013-02-19,45601,CBT,0,45,335283,127748,123624,98537,1274,2771,3652,32821,12452,47962,1183,10580,5900,319077,305478,16206,29805,7661.0,3550.0,2980.0,276.0,101.0,-6.0,13.0,1236.0,-593.0,2778.0,223.0,-400.0,567.0,8744.0,5615.0,-1083.0,2046.0,100,38.1,36.9,29.4,0.4,0.8,1.1,9.8,3.7,14.3,0.4,3.2,1.8,95.2,91.1,4.8,8.9,76,16.0,24.0,27.0,,,,15.0,10.0,21.0,,,4.0,60,69,40.8,28.8,54.5,41.2,31.9,21.4,40.2,28.8,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130226,2013-02-26,45601,CBT,0,45,344739,131743,122165,101107,1274,2758,3652,32235,15079,45802,959,11083,6897,323669,308543,21070,36196,9456.0,3995.0,-1459.0,2570.0,0.0,-13.0,0.0,-586.0,2627.0,-2160.0,-224.0,503.0,997.0,4592.0,3065.0,4864.0,6391.0,100,38.2,35.4,29.3,0.4,0.8,1.1,9.4,4.4,13.3,0.3,3.2,2.0,93.9,89.5,6.1,10.5,76,16.0,25.0,29.0,,,,11.0,13.0,19.0,,4.0,4.0,60,69,40.6,27.5,54.1,39.5,32.7,21.0,40.7,27.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130305,2013-03-05,45601,CBT,0,45,326795,117406,96788,90720,1274,2991,3310,33522,32109,45894,129,7770,10622,302877,290204,23918,36591,-17944.0,-14337.0,-25377.0,-10387.0,0.0,233.0,-342.0,1287.0,17030.0,92.0,-830.0,-3313.0,3725.0,-20792.0,-18339.0,2848.0,395.0,100,35.9,29.6,27.8,0.4,0.9,1.0,10.3,9.8,14.0,0.0,2.4,3.3,92.7,88.8,7.3,11.2,69,14.0,22.0,25.0,,,,13.0,11.0,18.0,,,,53,63,42.5,26.9,56.1,40.4,34.5,23.7,40.8,30.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130312,2013-03-12,45601,CBT,0,45,329344,119523,105951,92107,1274,2991,3310,35471,26765,45767,270,7770,10490,308212,295151,21132,34193,2549.0,2117.0,9163.0,1387.0,0.0,0.0,0.0,1949.0,-5344.0,-127.0,141.0,0.0,-132.0,5335.0,4947.0,-2786.0,-2398.0,100,36.3,32.2,28.0,0.4,0.9,1.0,10.8,8.1,13.9,0.1,2.4,3.2,93.6,89.6,6.4,10.4,70,15.0,22.0,25.0,,,,13.0,11.0,18.0,,,,53,64,42.7,29.2,56.3,42.4,34.8,26.2,41.3,32.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130319,2013-03-19,45601,CBT,0,45,350306,116872,118618,102546,1274,2991,3310,46477,25039,45350,290,7770,10743,326862,316367,23444,33939,20962.0,-2651.0,12667.0,10439.0,0.0,0.0,0.0,11006.0,-1726.0,-417.0,20.0,0.0,253.0,18650.0,21216.0,2312.0,-254.0,100,33.4,33.9,29.3,0.4,0.9,0.9,13.3,7.1,12.9,0.1,2.2,3.1,93.3,90.3,6.7,9.7,69,16.0,20.0,26.0,,,,17.0,7.0,19.0,,,,52,66,40.2,28.7,53.8,43.9,30.7,25.9,37.2,34.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130326,2013-03-26,45601,CBT,0,45,374071,112907,129622,113102,0,2991,3310,60237,24545,47714,4286,8284,11857,353413,341425,20658,32646,23765.0,-3965.0,11004.0,10556.0,-1274.0,0.0,0.0,13760.0,-494.0,2364.0,3996.0,514.0,1114.0,26551.0,25058.0,-2786.0,-1293.0,100,30.2,34.7,30.2,0.0,0.8,0.9,16.1,6.6,12.8,1.1,2.2,3.2,94.5,91.3,5.5,8.7,75,16.0,21.0,27.0,0.0,,,20.0,8.0,20.0,,,4.0,58,69,38.3,30.3,50.8,46.2,28.9,26.3,35.0,34.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130402,2013-04-02,45601,CBT,0,45,330504,115002,104975,94587,0,2515,3060,42039,26688,43906,0,7085,11955,310549,294771,19955,35733,-43567.0,2095.0,-24647.0,-18515.0,0.0,-476.0,-250.0,-18198.0,2143.0,-3808.0,-4286.0,-1199.0,98.0,-42864.0,-46654.0,-703.0,3087.0,100,34.8,31.8,28.6,0.0,0.8,0.9,12.7,8.1,13.3,0.0,2.1,3.6,94.0,89.2,6.0,10.8,63,16.0,17.0,25.0,0.0,,,14.0,9.0,17.0,0.0,4.0,,49,60,42.2,28.2,56.6,42.3,30.3,22.4,38.9,30.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130409,2013-04-09,45601,CBT,0,45,338550,121188,108333,96168,0,2515,3187,38386,27228,44522,0,7186,12339,315790,301478,22760,37072,8046.0,6186.0,3358.0,1581.0,0.0,0.0,127.0,-3653.0,540.0,616.0,0.0,101.0,384.0,5241.0,6707.0,2805.0,1339.0,100,35.8,32.0,28.4,0.0,0.7,0.9,11.3,8.0,13.2,0.0,2.1,3.6,93.3,89.0,6.7,11.0,63,15.0,19.0,25.0,0.0,,,12.0,10.0,17.0,0.0,4.0,,49,60,41.9,27.7,56.3,42.6,30.7,23.0,39.3,30.6,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130416,2013-04-16,45601,CBT,0,45,348654,124236,108314,103874,0,3241,3187,35819,27171,45961,73,6825,11274,324424,309847,24230,38807,10104.0,3048.0,-19.0,7706.0,0.0,726.0,0.0,-2567.0,-57.0,1439.0,73.0,-361.0,-1065.0,8634.0,8369.0,1470.0,1735.0,100,35.6,31.1,29.8,0.0,0.9,0.9,10.3,7.8,13.2,0.0,2.0,3.2,93.1,88.9,6.9,11.1,65,17.0,19.0,25.0,0.0,,,11.0,10.0,16.0,,,,49,61,42.4,27.4,56.6,41.7,31.4,21.6,39.5,29.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130423,2013-04-23,45601,CBT,0,45,361957,133209,121685,106789,0,3241,3187,35716,24135,47776,299,6858,10938,337914,324609,24043,37348,13303.0,8973.0,13371.0,2915.0,0.0,0.0,0.0,-103.0,-3036.0,1815.0,226.0,33.0,-336.0,13490.0,14762.0,-187.0,-1459.0,100,36.8,33.6,29.5,0.0,0.9,0.9,9.9,6.7,13.2,0.1,1.9,3.0,93.4,89.7,6.6,10.3,64,16.0,20.0,25.0,0.0,,,10.0,10.0,15.0,,,,48,60,42.8,28.0,57.3,42.4,32.1,23.1,39.8,30.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130430,2013-04-30,45601,CBT,0,45,372160,136885,124109,110253,0,3241,3187,33143,24524,51561,3114,7552,12776,350919,337203,21241,34957,10203.0,3676.0,2424.0,3464.0,0.0,0.0,0.0,-2573.0,389.0,3785.0,2815.0,694.0,1838.0,13005.0,12594.0,-2802.0,-2391.0,100,36.8,33.3,29.6,0.0,0.9,0.9,8.9,6.6,13.9,0.8,2.0,3.4,94.3,90.6,5.7,9.4,68,19.0,20.0,27.0,0.0,,,9.0,11.0,15.0,,4.0,4.0,52,63,41.9,27.4,56.0,41.4,31.2,22.2,38.1,29.1,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130507,2013-05-07,45601,CBT,0,45,325584,123779,93655,92733,0,2741,3187,29798,29983,46214,0,8820,10675,306386,288008,19198,37576,-46576.0,-13106.0,-30454.0,-17520.0,0.0,-500.0,0.0,-3345.0,5459.0,-5347.0,-3114.0,1268.0,-2101.0,-44533.0,-49195.0,-2043.0,2619.0,100,38.0,28.8,28.5,0.0,0.8,1.0,9.2,9.2,14.2,0.0,2.7,3.3,94.1,88.5,5.9,11.5,63,15.0,21.0,26.0,0.0,,,5.0,14.0,15.0,0.0,4.0,,49,59,42.8,26.6,58.3,40.1,31.9,21.6,40.8,27.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130514,2013-05-14,45601,CBT,0,45,327909,116237,98909,97052,0,2741,3187,34879,26860,45136,0,8180,10548,307039,292613,20870,35296,2325.0,-7542.0,5254.0,4319.0,0.0,0.0,0.0,5081.0,-3123.0,-1078.0,0.0,-640.0,-127.0,653.0,4605.0,1672.0,-2280.0,100,35.4,30.2,29.6,0.0,0.8,1.0,10.6,8.2,13.8,0.0,2.5,3.2,93.6,89.2,6.4,10.8,67,15.0,23.0,26.0,0.0,,,10.0,11.0,15.0,0.0,4.0,,52,60,42.8,26.5,57.8,41.3,31.6,22.6,39.7,29.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130521,2013-05-21,45601,CBT,0,45,343016,122773,109950,95439,0,2015,3187,40751,25863,52145,0,8555,8871,323166,306025,19850,36991,15107.0,6536.0,11041.0,-1613.0,0.0,-726.0,0.0,5872.0,-997.0,7009.0,0.0,375.0,-1677.0,16127.0,13412.0,-1020.0,1695.0,100,35.8,32.1,27.8,0.0,0.6,0.9,11.9,7.5,15.2,0.0,2.5,2.6,94.2,89.2,5.8,10.8,68,16.0,23.0,25.0,0.0,,,11.0,11.0,16.0,0.0,4.0,,54,59,42.5,29.8,55.7,45.0,31.6,26.0,39.5,32.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130528,2013-05-28,45601,CBT,0,45,365000,121828,133211,98942,0,2015,3041,51829,23751,50197,7306,8987,9653,342796,329797,22204,35203,21984.0,-945.0,23261.0,3503.0,0.0,0.0,-146.0,11078.0,-2112.0,-1948.0,7306.0,432.0,782.0,19630.0,23772.0,2354.0,-1788.0,100,33.4,36.5,27.1,0.0,0.6,0.8,14.2,6.5,13.8,2.0,2.5,2.6,93.9,90.4,6.1,9.6,73,15.0,23.0,24.0,0.0,,,15.0,10.0,18.0,,,4.0,59,61,40.4,34.0,53.0,48.7,29.0,29.8,37.3,36.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130604,2013-06-04,45601,CBT,0,45,312601,110985,96672,83719,0,2015,3041,36187,21945,45920,0,9688,7077,286929,270077,25672,42524,-52399.0,-10843.0,-36539.0,-15223.0,0.0,0.0,0.0,-15642.0,-1806.0,-4277.0,-7306.0,701.0,-2576.0,-55867.0,-59720.0,3468.0,7321.0,100,35.5,30.9,26.8,0.0,0.6,1.0,11.6,7.0,14.7,0.0,3.1,2.3,91.8,86.4,8.2,13.6,57,13.0,17.0,19.0,0.0,,,12.0,8.0,15.0,0.0,4.0,,46,48,43.6,30.2,57.3,45.5,31.3,27.1,39.1,33.0,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130611,2013-06-11,45601,CBT,0,45,324031,112089,97193,90785,1108,2015,3041,36202,25522,47078,237,8911,8776,299316,283321,24715,40710,11430.0,1104.0,521.0,7066.0,1108.0,0.0,0.0,15.0,3577.0,1158.0,237.0,-777.0,1699.0,12387.0,13244.0,-957.0,-1814.0,100,34.6,30.0,28.0,0.3,0.6,0.9,11.2,7.9,14.5,0.1,2.8,2.7,92.4,87.4,7.6,12.6,59,11.0,17.0,16.0,,,,13.0,10.0,17.0,,,,46,49,43.6,30.2,57.5,46.1,30.8,26.9,38.7,32.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130618,2013-06-18,45601,CBT,0,45,336265,109542,100226,100526,1105,2015,3041,41240,24976,48072,0,9980,8878,312404,297714,23861,38551,12234.0,-2547.0,3033.0,9741.0,-3.0,0.0,0.0,5038.0,-546.0,994.0,-237.0,1069.0,102.0,13088.0,14393.0,-854.0,-2159.0,100,32.6,29.8,29.9,0.3,0.6,0.9,12.3,7.4,14.3,0.0,3.0,2.6,92.9,88.5,7.1,11.5,62,13.0,19.0,18.0,,,,12.0,10.0,18.0,0.0,4.0,,49,52,43.5,29.8,56.7,46.4,29.2,26.1,36.9,31.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130625,2013-06-25,45601,CBT,0,45,340141,101654,103890,115030,1105,2015,2013,43143,19160,50360,396,9689,6391,320092,308548,20049,31593,3876.0,-7888.0,3664.0,14504.0,0.0,0.0,-1028.0,1903.0,-5816.0,2288.0,396.0,-291.0,-2487.0,7688.0,10834.0,-3812.0,-6958.0,100,29.9,30.5,33.8,0.3,0.6,0.6,12.7,5.6,14.8,0.1,2.8,1.9,94.1,90.7,5.9,9.3,68,15.0,23.0,25.0,,,,16.0,6.0,18.0,,,,56,58,41.6,29.3,54.4,45.7,26.8,24.0,34.5,29.9,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130702,2013-07-02,45601,CBT,0,45,302643,81839,74767,107711,1015,745,2013,37683,23487,44940,199,6660,5579,280979,265902,21664,36741,-37498.0,-19815.0,-29123.0,-7319.0,-90.0,-1270.0,0.0,-5460.0,4327.0,-5420.0,-197.0,-3029.0,-812.0,-39113.0,-42646.0,1615.0,5148.0,100,27.0,24.7,35.6,0.3,0.2,0.7,12.5,7.8,14.8,0.1,2.2,1.8,92.8,87.9,7.2,12.1,63,16.0,18.0,22.0,,,,11.0,10.0,16.0,,,,51,53,41.9,28.6,54.8,45.5,27.1,21.0,32.7,26.2,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130709,2013-07-09,45601,CBT,0,45,301799,80534,79365,110000,1015,745,2013,40680,22911,42698,0,6684,5454,282394,269870,19405,31929,-844.0,-1305.0,4598.0,2289.0,0.0,0.0,0.0,2997.0,-576.0,-2242.0,-199.0,24.0,-125.0,1415.0,3968.0,-2259.0,-4812.0,100,26.7,26.3,36.4,0.3,0.2,0.7,13.5,7.6,14.1,0.0,2.2,1.8,93.6,89.4,6.4,10.6,64,13.0,22.0,22.0,,,,14.0,7.0,16.0,0.0,4.0,,51,54,41.2,29.5,55.1,47.5,26.3,22.2,32.9,27.1,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130716,2013-07-16,45601,CBT,0,45,305992,80569,77213,109460,1015,745,2013,38496,24298,41230,0,7117,9061,281844,271137,24148,34855,4193.0,35.0,-2152.0,-540.0,0.0,0.0,0.0,-2184.0,1387.0,-1468.0,0.0,433.0,3607.0,-550.0,1267.0,4743.0,2926.0,100,26.3,25.2,35.8,0.3,0.2,0.7,12.6,7.9,13.5,0.0,2.3,3.0,92.1,88.6,7.9,11.4,63,13.0,22.0,22.0,,,,13.0,7.0,16.0,0.0,4.0,,50,54,40.5,29.4,54.4,46.7,25.7,21.1,32.8,26.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130723,2013-07-23,45601,CBT,0,45,308582,81667,82024,105898,1029,745,2013,41775,23502,38833,239,6660,10228,281682,269903,26900,38679,2590.0,1098.0,4811.0,-3562.0,14.0,0.0,0.0,3279.0,-796.0,-2397.0,239.0,-457.0,1167.0,-162.0,-1234.0,2752.0,3824.0,100,26.5,26.6,34.3,0.3,0.2,0.7,13.5,7.6,12.6,0.1,2.2,3.3,91.3,87.5,8.7,12.5,61,12.0,22.0,23.0,,,,11.0,8.0,15.0,,,,48,54,39.4,28.9,53.5,45.9,26.0,21.4,33.5,26.7,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130730,2013-07-30,45601,CBT,0,45,310357,82243,85118,108478,1029,745,2013,43678,21283,40143,332,7283,9237,287153,274300,23204,36057,1775.0,576.0,3094.0,2580.0,0.0,0.0,0.0,1903.0,-2219.0,1310.0,93.0,623.0,-991.0,5471.0,4397.0,-3696.0,-2622.0,100,26.5,27.4,35.0,0.3,0.2,0.6,14.1,6.9,12.9,0.1,2.3,3.0,92.5,88.4,7.5,11.6,65,12.0,22.0,23.0,,,,12.0,10.0,16.0,,4.0,,51,56,38.9,30.9,54.0,46.7,25.8,21.0,33.3,26.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130806,2013-08-06,45601,CBT,0,45,272741,66174,68468,94582,1029,0,2043,35103,16896,32329,0,5390,10535,241795,230243,30946,42498,-37616.0,-16069.0,-16650.0,-13896.0,0.0,-745.0,30.0,-8575.0,-4387.0,-7814.0,-332.0,-1893.0,1298.0,-45358.0,-44057.0,7742.0,6441.0,100,24.3,25.1,34.7,0.4,0.0,0.7,12.9,6.2,11.9,0.0,2.0,3.9,88.7,84.4,11.3,15.6,53,11.0,18.0,19.0,,0.0,,7.0,9.0,12.0,0.0,4.0,,42,45,39.7,33.2,56.4,49.4,24.7,19.8,33.1,25.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130813,2013-08-13,45601,CBT,0,45,283056,66240,75728,99254,1029,0,2043,38864,15862,32460,76,5268,10552,250518,241167,32538,41889,10315.0,66.0,7260.0,4672.0,0.0,0.0,0.0,3761.0,-1034.0,131.0,76.0,-122.0,17.0,8723.0,10924.0,1592.0,-609.0,100,23.4,26.8,35.1,0.4,0.0,0.7,13.7,5.6,11.5,0.0,1.9,3.7,88.5,85.2,11.5,14.8,56,12.0,18.0,20.0,,0.0,,9.0,9.0,12.0,,,,46,45,37.8,32.6,53.8,48.5,23.4,19.9,31.4,26.4,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130820,2013-08-20,45601,CBT,0,45,290747,68505,77265,100631,1004,0,2043,39245,16214,34703,5,5017,10830,256966,246703,33781,44044,7691.0,2265.0,1537.0,1377.0,-25.0,0.0,0.0,381.0,352.0,2243.0,-71.0,-251.0,278.0,6448.0,5536.0,1243.0,2155.0,100,23.6,26.6,34.6,0.3,0.0,0.7,13.5,5.6,11.9,0.0,1.7,3.7,88.4,84.9,11.6,15.1,57,14.0,16.0,21.0,,0.0,,11.0,8.0,13.0,,,,48,46,36.6,31.1,51.5,46.7,23.3,20.1,31.1,27.6,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130827,2013-08-27,45601,CBT,0,45,303473,67388,88171,107790,1004,0,2043,49326,16792,36665,2510,5017,11867,278593,268345,24880,35128,12726.0,-1117.0,10906.0,7159.0,0.0,0.0,0.0,10081.0,578.0,1962.0,2505.0,0.0,1037.0,21627.0,21642.0,-8901.0,-8916.0,100,22.2,29.1,35.5,0.3,0.0,0.7,16.3,5.5,12.1,0.8,1.7,3.9,91.8,88.4,8.2,11.6,68,15.0,19.0,23.0,,0.0,,17.0,7.0,17.0,,,4.0,57,56,36.1,30.2,51.0,46.9,22.8,21.2,30.1,28.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130903,2013-09-03,45601,CBT,0,45,271512,55726,69806,97186,1004,0,2043,45650,15254,33648,36,5372,12600,247893,235909,23619,35603,-31961.0,-11662.0,-18365.0,-10604.0,0.0,0.0,0.0,-3676.0,-1538.0,-3017.0,-2474.0,355.0,733.0,-30700.0,-32436.0,-1261.0,475.0,100,20.5,25.7,35.8,0.4,0.0,0.8,16.8,5.6,12.4,0.0,2.0,4.6,91.3,86.9,8.7,13.1,59,13.0,15.0,21.0,,0.0,,16.0,8.0,16.0,,,,50,49,36.5,29.6,50.8,47.6,21.2,20.2,28.3,26.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130910,2013-09-10,45601,CBT,0,45,282651,63554,71239,94926,948,0,2043,43178,18823,38426,36,5355,14842,257953,245654,24698,36997,11139.0,7828.0,1433.0,-2260.0,-56.0,0.0,0.0,-2472.0,3569.0,4778.0,0.0,-17.0,2242.0,10060.0,9745.0,1079.0,1394.0,100,22.5,25.2,33.6,0.3,0.0,0.7,15.3,6.7,13.6,0.0,1.9,5.3,91.3,86.9,8.7,13.1,57,12.0,14.0,20.0,,0.0,,17.0,7.0,16.0,,,,48,48,37.0,29.7,52.2,48.1,22.2,21.0,29.2,28.1,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130917,2013-09-17,45601,CBT,0,45,297019,73919,83408,95429,944,0,2043,45132,17701,37119,0,5869,14382,268968,255951,28051,41068,14368.0,10365.0,12169.0,503.0,-4.0,0.0,0.0,1954.0,-1122.0,-1307.0,-36.0,514.0,-460.0,11015.0,10297.0,3353.0,4071.0,100,24.9,28.1,32.1,0.3,0.0,0.7,15.2,6.0,12.5,0.0,2.0,4.8,90.6,86.2,9.4,13.8,58,15.0,14.0,21.0,,0.0,,15.0,6.0,13.0,0.0,5.0,,47,48,35.7,30.6,50.8,47.6,21.8,22.3,29.9,30.1,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,130924,2013-09-24,45601,CBT,0,45,307188,80339,92631,97795,970,0,2043,46628,15618,36355,740,6080,13109,277979,263631,29209,43557,10169.0,6420.0,9223.0,2366.0,26.0,0.0,0.0,1496.0,-2083.0,-764.0,740.0,211.0,-1273.0,9011.0,7680.0,1158.0,2489.0,100,26.2,30.2,31.8,0.3,0.0,0.7,15.2,5.1,11.8,0.2,2.0,4.3,90.5,85.8,9.5,14.2,59,16.0,15.0,23.0,,0.0,,16.0,5.0,12.0,,4.0,,48,49,36.2,29.8,50.9,45.4,23.8,20.8,30.1,29.5,"(CONTRACTS OF $5,000,000)",F33,FutOnly
30-DAY FEDERAL FUNDS - CHICAGO BOARD OF TRADE,131001,2013-10-01,45601,CBT,0,45,281321,73605,72906,88335,970,0,2043,34587,18170,35080,592,3131,14739,249951,234404,31370,46917,-25867.0,-6734.0,-19725.0,-9460.0,0.0,0.0,0.0,-12041.0,2552.0,-1275.0,-148.0,-2949.0,1630.0,-28028.0,-29227.0,2161.0,3360.0,100,26.2,25.9,31.4,0.3,0.0,0.7,12.3,6.5,12.5,0.2,1.1,5.2,88.8,83.3,11.2,16.7,51,8.0,18.0,19.0,,0.0,,12.0,7.0,12.0,,,,41,44,38.8,27.9,53.3,43.4,25.8,19.8,32.3,27.3,"(CONTRACTS OF $5,000,000)",F33,FutOnly
