Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120424,2012-04-24,209742,CME,0,209,416133,24605,242214,833,161968,39790,6684,182680,66668,1781,8099,31443,705,387355,390118,28778,26015,-24059.0,891.0,-12652.0,-522.0,649.0,-661.0,-367.0,-26538.0,-2903.0,240.0,108.0,-2192.0,-165.0,-25704.0,-19222.0,1645.0,-4837.0,100,5.9,58.2,0.2,38.9,9.6,1.6,43.9,16.0,0.4,1.9,7.6,0.2,93.1,93.7,6.9,6.3,233,23.0,31.0,6.0,35.0,22.0,13.0,62.0,35.0,10.0,12.0,13.0,,148,116,30.4,37.1,42.9,53.3,30.4,37.1,42.9,53.3,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120501,2012-05-01,209742,CME,0,209,409777,36454,231280,1381,163445,36981,5986,160771,68992,2433,9762,32427,0,380232,379480,29545,30297,-6356.0,11849.0,-10934.0,548.0,1477.0,-2809.0,-698.0,-21909.0,2324.0,652.0,1663.0,984.0,-705.0,-7123.0,-10638.0,767.0,4282.0,100,8.9,56.4,0.3,39.9,9.0,1.5,39.2,16.8,0.6,2.4,7.9,0.0,92.8,92.6,7.2,7.4,238,21.0,28.0,5.0,38.0,20.0,13.0,68.0,34.0,12.0,15.0,14.0,0.0,157,111,30.7,37.0,42.1,52.8,30.7,37.0,42.1,52.8,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120508,2012-05-08,209742,CME,0,209,417971,52205,205863,1076,150908,42296,6093,160256,90841,14000,6058,30899,1361,391957,392429,26014,25542,8194.0,15751.0,-25417.0,-305.0,-12537.0,5315.0,107.0,-515.0,21849.0,11567.0,-3704.0,-1528.0,1361.0,11725.0,12949.0,-3531.0,-4755.0,100,12.5,49.3,0.3,36.1,10.1,1.5,38.3,21.7,3.3,1.4,7.4,0.3,93.8,93.9,6.2,6.1,227,21.0,28.0,5.0,33.0,24.0,9.0,59.0,40.0,14.0,10.0,12.0,,138,119,35.1,31.6,51.1,45.6,35.1,31.6,51.1,45.6,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120515,2012-05-15,209742,CME,0,209,405222,42637,200465,1264,138396,41239,7688,177230,97526,3927,7309,31791,1268,379719,385168,25503,20054,-12749.0,-9568.0,-5398.0,188.0,-12512.0,-1057.0,1595.0,16974.0,6685.0,-10073.0,1251.0,892.0,-93.0,-12238.0,-7261.0,-511.0,-5488.0,100,10.5,49.5,0.3,34.2,10.2,1.9,43.7,24.1,1.0,1.8,7.8,0.3,93.7,95.1,6.3,4.9,230,19.0,32.0,5.0,32.0,22.0,11.0,57.0,46.0,16.0,11.0,11.0,,135,129,32.8,32.2,48.7,45.9,32.8,32.2,48.7,45.9,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120522,2012-05-22,209742,CME,0,209,395117,52280,185372,1453,136235,44482,7447,156954,87473,12366,5966,33572,655,373356,372820,21761,22297,-10105.0,9643.0,-15093.0,189.0,-2161.0,3243.0,-241.0,-20276.0,-10053.0,8439.0,-1343.0,1781.0,-613.0,-6363.0,-12348.0,-3742.0,2243.0,100,13.2,46.9,0.4,34.5,11.3,1.9,39.7,22.1,3.1,1.5,8.5,0.2,94.5,94.4,5.5,5.6,224,22.0,31.0,7.0,29.0,22.0,11.0,53.0,45.0,10.0,8.0,14.0,,126,128,35.4,31.2,50.7,45.3,35.4,31.2,50.4,45.3,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120529,2012-05-29,209742,CME,0,209,379569,61739,174384,1741,127056,44661,6494,147478,92321,3950,5356,33223,642,354456,357416,25113,22153,-15548.0,9459.0,-10988.0,288.0,-9179.0,179.0,-953.0,-9476.0,4848.0,-8416.0,-610.0,-349.0,-13.0,-18900.0,-15404.0,3352.0,-144.0,100,16.3,45.9,0.5,33.5,11.8,1.7,38.9,24.3,1.0,1.4,8.8,0.2,93.4,94.2,6.6,5.8,216,19.0,30.0,6.0,32.0,21.0,10.0,48.0,44.0,11.0,8.0,14.0,,121,124,37.9,30.1,52.8,44.8,37.9,30.1,52.8,44.8,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120605,2012-06-05,209742,CME,0,209,382912,62777,168116,2661,128475,44020,7084,149781,101894,3947,6166,35169,139,361030,363030,21882,19882,3343.0,1038.0,-6268.0,920.0,1419.0,-641.0,590.0,2303.0,9573.0,-3.0,810.0,1946.0,-503.0,6574.0,5614.0,-3231.0,-2271.0,100,16.4,43.9,0.7,33.6,11.5,1.9,39.1,26.6,1.0,1.6,9.2,0.0,94.3,94.8,5.7,5.2,216,19.0,32.0,7.0,29.0,22.0,10.0,46.0,46.0,10.0,8.0,12.0,,114,130,37.3,29.6,52.8,44.8,37.3,29.6,52.8,44.8,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120612,2012-06-12,209742,CME,0,209,462707,47998,170613,55865,152073,45081,4732,134806,93470,17775,4774,35345,2120,420143,425001,42564,37706,79795.0,-14779.0,2497.0,53204.0,23598.0,1061.0,-2352.0,-14975.0,-8424.0,13828.0,-1392.0,176.0,1981.0,59113.0,61971.0,20682.0,17824.0,100,10.4,36.9,12.1,32.9,9.7,1.0,29.1,20.2,3.8,1.0,7.6,0.5,90.8,91.9,9.2,8.1,211,15.0,33.0,19.0,27.0,22.0,14.0,48.0,45.0,22.0,6.0,14.0,,129,140,32.4,23.8,47.9,37.7,29.0,23.8,43.8,36.2,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120619,2012-06-19,209742,CME,0,209,329850,19837,204178,500,170459,43978,3777,92450,48133,150,14642,14805,1,301816,315522,28034,14328,-132857.0,-28161.0,33565.0,-55365.0,18386.0,-1103.0,-955.0,-42356.0,-45337.0,-17625.0,9868.0,-20540.0,-2119.0,-118327.0,-109479.0,-14530.0,-23378.0,100,6.0,61.9,0.2,51.7,13.3,1.1,28.0,14.6,0.0,4.4,4.5,0.0,91.5,95.7,8.5,4.3,202,14.0,31.0,,27.0,21.0,13.0,49.0,38.0,7.0,12.0,10.0,,111,115,40.4,31.5,52.9,47.8,40.4,31.5,52.9,47.8,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120626,2012-06-26,209742,CME,0,209,339283,24870,208236,405,175678,45165,5974,91188,49171,1017,16110,14944,1,315243,324913,24040,14370,9433.0,5033.0,4058.0,-95.0,5219.0,1187.0,2197.0,-1262.0,1038.0,867.0,1468.0,139.0,0.0,13427.0,9391.0,-3994.0,42.0,100,7.3,61.4,0.1,51.8,13.3,1.8,26.9,14.5,0.3,4.7,4.4,0.0,92.9,95.8,7.1,4.2,206,16.0,31.0,,29.0,23.0,13.0,49.0,37.0,8.0,11.0,10.0,,117,113,40.6,32.0,51.3,47.3,40.6,32.0,51.3,47.3,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120703,2012-07-03,209742,CME,0,209,353795,22470,231401,590,172025,42525,4679,109564,44159,976,14481,15678,353,325138,340361,28657,13434,14512.0,-2400.0,23165.0,185.0,-3653.0,-2640.0,-1295.0,18376.0,-5012.0,-41.0,-1629.0,734.0,352.0,9895.0,15448.0,4617.0,-936.0,100,6.4,65.4,0.2,48.6,12.0,1.3,31.0,12.5,0.3,4.1,4.4,0.1,91.9,96.2,8.1,3.8,214,14.0,33.0,,32.0,21.0,12.0,57.0,35.0,6.0,10.0,12.0,,121,115,37.5,34.5,48.7,49.7,37.5,34.5,48.7,49.7,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120710,2012-07-10,209742,CME,0,209,348944,22564,223449,1053,183385,44282,6083,95240,41609,3404,9063,14566,405,321197,334851,27747,14093,-4851.0,94.0,-7952.0,463.0,11360.0,1757.0,1404.0,-14324.0,-2550.0,2428.0,-5418.0,-1112.0,52.0,-3941.0,-5510.0,-910.0,659.0,100,6.5,64.0,0.3,52.6,12.7,1.7,27.3,11.9,1.0,2.6,4.2,0.1,92.0,96.0,8.0,4.0,215,15.0,33.0,,34.0,22.0,12.0,57.0,36.0,14.0,9.0,9.0,,129,117,39.4,36.3,50.6,50.9,39.4,36.3,50.6,50.9,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120717,2012-07-17,209742,CME,0,209,339460,28083,219899,786,174176,44496,6442,89310,38512,2439,8760,14257,322,310318,327153,29142,12307,-9484.0,5519.0,-3550.0,-267.0,-9209.0,214.0,359.0,-5930.0,-3097.0,-965.0,-303.0,-309.0,-83.0,-10879.0,-7698.0,1395.0,-1786.0,100,8.3,64.8,0.2,51.3,13.1,1.9,26.3,11.3,0.7,2.6,4.2,0.1,91.4,96.4,8.6,3.6,214,17.0,33.0,,31.0,23.0,13.0,55.0,35.0,12.0,9.0,11.0,,124,120,39.7,36.5,50.4,51.3,39.7,36.5,50.4,51.3,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120724,2012-07-24,209742,CME,0,209,352606,28081,220415,557,178866,45279,5388,102316,45932,2105,8304,14823,1,325618,334500,26988,18106,13146.0,-2.0,516.0,-229.0,4690.0,783.0,-1054.0,13006.0,7420.0,-334.0,-456.0,566.0,-321.0,15300.0,7347.0,-2154.0,5799.0,100,8.0,62.5,0.2,50.7,12.8,1.5,29.0,13.0,0.6,2.4,4.2,0.0,92.3,94.9,7.7,5.1,215,17.0,32.0,4.0,30.0,24.0,14.0,56.0,38.0,18.0,9.0,9.0,,128,124,38.0,34.7,47.9,48.9,38.0,34.7,47.8,48.9,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120731,2012-07-31,209742,CME,0,209,368502,29037,237134,863,172282,43814,5313,123329,50935,832,8987,15186,1,340644,354078,27858,14424,15896.0,956.0,16719.0,306.0,-6584.0,-1465.0,-75.0,21013.0,5003.0,-1273.0,683.0,363.0,0.0,15026.0,19578.0,870.0,-3682.0,100,7.9,64.4,0.2,46.8,11.9,1.4,33.5,13.8,0.2,2.4,4.1,0.0,92.4,96.1,7.6,3.9,220,15.0,32.0,4.0,31.0,21.0,11.0,66.0,34.0,7.0,12.0,9.0,,131,112,36.4,35.0,47.4,50.0,36.4,35.0,47.4,50.0,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120807,2012-08-07,209742,CME,0,209,392754,28121,254310,1051,172498,43807,4419,146123,53599,1509,9194,15082,1,362916,373778,29838,18976,24252.0,-916.0,17176.0,188.0,216.0,-7.0,-894.0,22794.0,2664.0,677.0,207.0,-104.0,0.0,22272.0,19700.0,1980.0,4552.0,100,7.2,64.8,0.3,43.9,11.2,1.1,37.2,13.6,0.4,2.3,3.8,0.0,92.4,95.2,7.6,4.8,221,12.0,34.0,,33.0,22.0,10.0,67.0,33.0,8.0,12.0,8.0,,131,111,33.1,35.3,43.8,50.4,33.1,35.3,43.8,50.4,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120814,2012-08-14,209742,CME,0,209,409963,26706,266167,1018,177396,43024,4316,157426,59142,1462,9555,15211,0,377879,390340,32084,19623,17209.0,-1415.0,11857.0,-33.0,4898.0,-783.0,-103.0,11303.0,5543.0,-47.0,361.0,129.0,-1.0,14963.0,16562.0,2246.0,647.0,100,6.5,64.9,0.2,43.3,10.5,1.1,38.4,14.4,0.4,2.3,3.7,0.0,92.2,95.2,7.8,4.8,228,13.0,34.0,,34.0,22.0,10.0,64.0,39.0,8.0,14.0,8.0,0.0,134,115,31.7,36.4,42.0,50.3,31.7,36.4,42.0,50.3,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120821,2012-08-21,209742,CME,0,209,439683,23969,295346,594,183747,40850,4744,183328,50967,1336,8394,18968,104,406216,412909,33467,26774,29720.0,-2737.0,29179.0,-424.0,6351.0,-2174.0,428.0,25902.0,-8175.0,-126.0,-1161.0,3757.0,104.0,28337.0,22569.0,1383.0,7151.0,100,5.5,67.2,0.1,41.8,9.3,1.1,41.7,11.6,0.3,1.9,4.3,0.0,92.4,93.9,7.6,6.1,231,12.0,36.0,,33.0,22.0,10.0,68.0,38.0,9.0,12.0,10.0,,134,120,30.7,38.6,41.5,52.5,30.7,38.6,41.5,52.5,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120828,2012-08-28,209742,CME,0,209,460255,21535,310742,605,194526,41814,4389,195967,49011,1894,9307,17166,0,428223,425621,32032,34634,20572.0,-2434.0,15396.0,11.0,10779.0,964.0,-355.0,12639.0,-1956.0,558.0,913.0,-1802.0,-104.0,22007.0,12712.0,-1435.0,7860.0,100,4.7,67.5,0.1,42.3,9.1,1.0,42.6,10.6,0.4,2.0,3.7,0.0,93.0,92.5,7.0,7.5,238,13.0,33.0,,36.0,23.0,10.0,74.0,36.0,8.0,13.0,10.0,0.0,144,115,31.4,39.9,42.0,54.9,31.4,39.9,42.0,54.9,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120904,2012-09-04,209742,CME,0,209,460702,21584,313255,1249,192723,42811,4285,196811,42795,2469,9291,18159,0,428412,425023,32290,35679,447.0,49.0,2513.0,644.0,-1803.0,997.0,-104.0,844.0,-6216.0,575.0,-16.0,993.0,0.0,189.0,-598.0,258.0,1045.0,100,4.7,68.0,0.3,41.8,9.3,0.9,42.7,9.3,0.5,2.0,3.9,0.0,93.0,92.3,7.0,7.7,239,13.0,34.0,5.0,34.0,22.0,9.0,77.0,35.0,11.0,14.0,10.0,0.0,151,113,31.4,40.8,42.9,55.3,31.4,40.8,42.9,55.2,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120911,2012-09-11,209742,CME,0,209,464897,21684,319075,8242,191280,41579,3513,186464,35117,4997,9755,15066,675,426610,428264,38287,36633,4195.0,100.0,5820.0,6993.0,-1443.0,-1232.0,-772.0,-10347.0,-7678.0,2528.0,464.0,-3093.0,675.0,-1802.0,3241.0,5997.0,954.0,100,4.7,68.6,1.8,41.1,8.9,0.8,40.1,7.6,1.1,2.1,3.2,0.1,91.8,92.1,8.2,7.9,236,14.0,31.0,8.0,34.0,22.0,10.0,78.0,32.0,7.0,16.0,9.0,,153,109,30.7,42.4,41.7,57.4,30.7,42.4,41.6,56.4,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120918,2012-09-18,209742,CME,0,209,597830,22286,309142,134134,193581,36729,3193,170781,34161,21881,12296,15202,2659,560811,557101,37019,40729,132933.0,602.0,-9933.0,125892.0,2301.0,-4850.0,-320.0,-15683.0,-956.0,16884.0,2541.0,136.0,1984.0,134201.0,128837.0,-1268.0,4096.0,100,3.7,51.7,22.4,32.4,6.1,0.5,28.6,5.7,3.7,2.1,2.5,0.4,93.8,93.2,6.2,6.8,247,15.0,33.0,22.0,37.0,20.0,12.0,82.0,35.0,20.0,15.0,9.0,,178,125,36.7,45.7,45.6,59.0,23.6,30.5,31.1,41.0,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,120925,2012-09-25,209742,CME,0,209,410237,16091,301043,1636,178560,38047,4118,159281,33025,3251,11305,16677,2,374244,397799,35993,12438,-187593.0,-6195.0,-8099.0,-132498.0,-15021.0,1318.0,925.0,-11500.0,-1136.0,-18630.0,-991.0,1475.0,-2657.0,-186567.0,-159302.0,-1026.0,-28291.0,100,3.9,73.4,0.4,43.5,9.3,1.0,38.8,8.1,0.8,2.8,4.1,0.0,91.2,97.0,8.8,3.0,224,16.0,29.0,4.0,35.0,21.0,10.0,70.0,29.0,10.0,14.0,10.0,,147,102,31.2,51.1,43.4,62.6,31.2,51.0,43.4,62.5,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121002,2012-10-02,209742,CME,0,209,412593,17059,284583,2141,172059,38812,12695,156275,38776,6022,13426,15631,1,379678,398661,32915,13932,2356.0,968.0,-16460.0,505.0,-6501.0,765.0,8577.0,-3006.0,5751.0,2771.0,2121.0,-1046.0,-1.0,5434.0,862.0,-3078.0,1494.0,100,4.1,69.0,0.5,41.7,9.4,3.1,37.9,9.4,1.5,3.3,3.8,0.0,92.0,96.6,8.0,3.4,225,14.0,26.0,4.0,38.0,23.0,13.0,72.0,25.0,11.0,18.0,9.0,,155,99,30.0,47.7,41.8,59.5,30.0,47.6,40.5,59.5,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121009,2012-10-09,209742,CME,0,209,398792,18380,256886,2250,166980,37518,13195,148155,53000,5608,13135,16042,235,367938,384734,30854,14058,-13801.0,1321.0,-27697.0,109.0,-5079.0,-1294.0,500.0,-8120.0,14224.0,-414.0,-291.0,411.0,234.0,-11740.0,-13927.0,-2061.0,126.0,100,4.6,64.4,0.6,41.9,9.4,3.3,37.2,13.3,1.4,3.3,4.0,0.1,92.3,96.5,7.7,3.5,247,14.0,28.0,5.0,38.0,24.0,13.0,70.0,39.0,10.0,18.0,16.0,,155,121,30.7,46.5,41.7,58.1,30.6,46.5,40.8,57.5,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121016,2012-10-16,209742,CME,0,209,389596,27335,256544,2506,163609,36858,13776,139306,42696,4145,9198,18973,235,360110,375733,29486,13863,-9196.0,8955.0,-342.0,256.0,-3371.0,-660.0,581.0,-8849.0,-10304.0,-1463.0,-3937.0,2931.0,0.0,-7828.0,-9001.0,-1368.0,-195.0,100,7.0,65.8,0.6,42.0,9.5,3.5,35.8,11.0,1.1,2.4,4.9,0.1,92.4,96.4,7.6,3.6,234,20.0,26.0,5.0,37.0,24.0,15.0,71.0,27.0,10.0,14.0,15.0,,155,110,31.1,48.5,42.1,58.3,31.0,48.4,41.1,58.2,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121023,2012-10-23,209742,CME,0,209,370909,34307,234134,1889,160095,38525,12756,115875,49495,3471,8909,15508,253,337555,356031,33354,14878,-18687.0,6972.0,-22410.0,-617.0,-3514.0,1667.0,-1020.0,-23431.0,6799.0,-674.0,-289.0,-3465.0,18.0,-22555.0,-19702.0,3868.0,1015.0,100,9.2,63.1,0.5,43.2,10.4,3.4,31.2,13.3,0.9,2.4,4.2,0.1,91.0,96.0,9.0,4.0,218,15.0,29.0,5.0,33.0,24.0,14.0,54.0,35.0,11.0,14.0,14.0,,130,119,34.1,51.0,46.1,59.8,34.1,50.9,44.7,59.2,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121030,2012-10-30,209742,CME,0,209,371266,41245,237127,1842,155234,38756,12570,117177,48337,3156,7797,15540,237,339258,357565,32008,13701,357.0,6938.0,2993.0,-47.0,-4861.0,231.0,-186.0,1302.0,-1158.0,-315.0,-1112.0,32.0,-16.0,1703.0,1534.0,-1346.0,-1177.0,100,11.1,63.9,0.5,41.8,10.4,3.4,31.6,13.0,0.9,2.1,4.2,0.1,91.4,96.3,8.6,3.7,214,18.0,24.0,4.0,33.0,24.0,15.0,53.0,31.0,9.0,15.0,16.0,,132,111,33.9,51.3,45.7,59.6,33.9,51.3,44.2,59.0,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121106,2012-11-06,209742,CME,0,209,360969,51659,227502,2116,154464,49022,4786,110185,43988,2446,6796,16198,233,332685,346291,28284,14678,-10297.0,10414.0,-9625.0,274.0,-770.0,10266.0,-7784.0,-6992.0,-4349.0,-710.0,-1001.0,658.0,-4.0,-6573.0,-11274.0,-3724.0,977.0,100,14.3,63.0,0.6,42.8,13.6,1.3,30.5,12.2,0.7,1.9,4.5,0.1,92.2,95.9,7.8,4.1,208,17.0,23.0,,32.0,23.0,9.0,51.0,35.0,13.0,12.0,15.0,,126,109,37.1,52.6,48.3,61.5,37.1,52.6,48.3,61.5,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121113,2012-11-13,209742,CME,0,209,362170,77922,214600,2008,128983,54286,5886,110108,48198,1801,8191,19054,276,335175,346109,26995,16061,1201.0,26263.0,-12902.0,-108.0,-25481.0,5264.0,1100.0,-77.0,4210.0,-645.0,1395.0,2856.0,43.0,2490.0,-182.0,-1289.0,1383.0,100,21.5,59.3,0.6,35.6,15.0,1.6,30.4,13.3,0.5,2.3,5.3,0.1,92.5,95.6,7.5,4.4,217,20.0,25.0,,30.0,24.0,12.0,53.0,35.0,13.0,16.0,14.0,,136,112,36.2,50.5,47.9,59.3,36.2,50.5,47.9,59.3,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121120,2012-11-20,209742,CME,0,209,400482,130301,219318,2473,114161,54288,5458,105977,79901,5436,8837,15716,245,372888,382835,27594,17647,38312.0,52379.0,4718.0,465.0,-14822.0,2.0,-428.0,-4131.0,31703.0,3635.0,646.0,-3338.0,-31.0,37713.0,36726.0,599.0,1586.0,100,32.5,54.8,0.6,28.5,13.6,1.4,26.5,20.0,1.4,2.2,3.9,0.1,93.1,95.6,6.9,4.4,225,24.0,23.0,4.0,33.0,23.0,11.0,45.0,48.0,12.0,15.0,14.0,,131,122,41.9,45.2,54.7,55.1,41.9,45.1,54.7,55.0,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,121127,2012-11-27,209742,CME,0,209,399627,129714,217980,2582,110065,53773,4513,104971,80844,2671,9731,16441,273,364520,379077,35107,20550,-855.0,-587.0,-1338.0,109.0,-4096.0,-515.0,-945.0,-1006.0,943.0,-2765.0,894.0,725.0,28.0,-8368.0,-3758.0,7513.0,2903.0,100,32.5,54.5,0.6,27.5,13.5,1.1,26.3,20.2,0.7,2.4,4.1,0.1,91.2,94.9,8.8,5.1,224,21.0,22.0,5.0,33.0,23.0,10.0,45.0,50.0,12.0,16.0,14.0,,128,124,43.2,45.5,55.8,55.4,43.1,45.4,55.8,55.2,(NASDAQ 100 STOCK INDEX X $20),F20,FutOnly
